gene_symbol,mean_dm_mem,mean_non_dm_mem,mean_normal_retina,delta_dm_vs_nondm_mem,delta_dm_vs_normal_retina,pvalue_dm_vs_nondm_mem,direction_match_primary,padj_dm_vs_nondm_mem
TIMP1,2.7798623606935644,2.064617279044491,0.11114124457506393,0.7152450816490732,2.6687211161185003,0.37714113981942154,1,0.5279975957471901
FZD5,0.9619134453593686,0.4766070682779745,1.4085833302435333,0.4853063770813941,-0.4466698848841647,0.20881610296176123,1,0.5279975957471901
CMKLR1,0.9186772284063001,0.6253364669625336,0.045834507916645006,0.2933407614437664,0.872842720489655,0.34154716405356433,1,0.5279975957471901
LYN,0.9056145569167178,0.7172360525327933,0.15895356389169948,0.18837850438392445,0.7466609930250183,0.3590669786929601,1,0.5279975957471901
TLR3,0.3568195151799379,0.24480805484358603,0.16239253612971596,0.11201146033635184,0.1944269790502219,0.3245842757031947,1,0.5279975957471901
NMI,0.7092117580135243,0.5494252245014737,0.11513212513042259,0.15978653351205063,0.5940796328831017,0.586790425470856,1,0.5867904254708561
MSR1,0.5346605059426354,0.44338346114690974,0.0238311991235373,0.09127704479572563,0.5108293068190981,0.5186693578410906,1,0.5867904254708561
