ensembl_id,gene_symbol,log2FC,deg_padj,rho,trend_padj
ENSG00000038945,MSR1,0.6333872451299055,0.0005626790089059,0.462500376817866,0.0710559758072118
ENSG00000102265,TIMP1,0.9678846005387988,0.0013553219442691,0.4900936196381861,0.046500986143271
ENSG00000082556,OPRK1,1.3961255612678187,0.0028008062124567,0.5840569730301096,0.0055791028697886
ENSG00000254087,LYN,0.5263416474917153,0.0120660447457346,0.4937518147090619,0.0447121933254861
ENSG00000163251,FZD5,0.5655683275871436,0.0238335367968634,0.4446274809001586,0.0893372143013821
ENSG00000164342,TLR3,1.0729732652445565,0.0240049776180516,0.4753563194955151,0.0587820252701604
ENSG00000123609,NMI,1.1165509145635315,0.0407470657899274,0.459887380338669,0.074041216726224
ENSG00000174600,CMKLR1,1.1161489771128663,0.0486877646420799,0.447763076675195,0.0866838355685139
