gene_symbol,coefficient,log2FC,padj
MSR1,6.208174541837037,0.6333872451299055,0.0005626790089059
NMI,4.315508375830356,1.1165509145635315,0.0407470657899274
FZD5,3.311307550498006,0.5655683275871436,0.0238335367968634
TIMP1,2.8826396448720706,0.9678846005387988,0.0013553219442691
LYN,2.2165461752647757,0.5263416474917153,0.0120660447457346
TLR3,2.108506605102358,1.0729732652445565,0.0240049776180516
CMKLR1,-2.800245656163709,1.1161489771128663,0.0486877646420799
