gene_symbol,pathway,ES,NES,pvalue,padj,significant,geneset_size
OPRK1,HALLMARK_INFLAMMATORY_RESPONSE,0.6174209067208692,2.835518439102382,0.0,0.0,1,200
OPRK1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.5862775581833076,2.713656341795848,0.0,0.0,1,200
OPRK1,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.5580939946766177,2.5638709089542817,0.0,0.0,1,200
OPRK1,HALLMARK_COAGULATION,0.5882654731566593,2.543101671895607,0.0,0.0,1,138
OPRK1,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.5863665278171021,2.4619007026228825,0.0,0.0,1,97
OPRK1,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.616957195885067,2.4412618601976286,0.0,0.0,1,87
OPRK1,HALLMARK_ALLOGRAFT_REJECTION,0.537573270476146,2.424440041534023,0.0,0.0,1,200
OPRK1,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.503789923508825,2.326805011150879,0.0,0.0,1,200
OPRK1,HALLMARK_KRAS_SIGNALING_UP,0.4766232623954974,2.203667386613686,0.0,0.0,1,200
OPRK1,HALLMARK_ANGIOGENESIS,0.6507203034691168,2.196430022103002,0.0,0.0,1,36
OPRK1,HALLMARK_COMPLEMENT,0.46624503431856656,2.153010197269661,0.0,0.0,1,200
OPRK1,HALLMARK_MTORC1_SIGNALING,-0.38191580104092193,-2.054759840713211,0.0,0.0,1,200
OPRK1,HALLMARK_MYC_TARGETS_V1,-0.4326569772298542,-2.293390929287013,0.0,0.0,1,200
OPRK1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.6243394958709868,-3.3292617191553284,0.0,0.0,1,200
OPRK1,HALLMARK_IL2_STAT5_SIGNALING,0.4327543941613119,1.9902433667973967,0.0,7.184851868882611e-05,1,199
OPRK1,HALLMARK_APOPTOSIS,0.4633867249935098,2.070594580167366,0.0,7.78358952462283e-05,1,161
OPRK1,HALLMARK_HYPOXIA,0.4126014134772091,1.9026239178779174,0.0,0.00012453743239396528,1,200
OPRK1,HALLMARK_NOTCH_SIGNALING,0.5662625307443558,1.9203573710853452,0.0015384615384615385,0.0001334329632792485,1,32
OPRK1,HALLMARK_TGF_BETA_SIGNALING,0.4735906084266032,1.8077639844038664,0.0,0.0006421461357813834,1,54
OPRK1,HALLMARK_P53_PATHWAY,0.3832941649927661,1.782655824296291,0.0,0.0007264683556314641,1,200
OPRK1,HALLMARK_XENOBIOTIC_METABOLISM,0.3845310667336788,1.7830426957252414,0.0,0.0007692017883156678,1,200
OPRK1,HALLMARK_UV_RESPONSE_DN,0.37935296604436547,1.7282525467845866,0.0,0.0014747853836127468,1,144
OPRK1,HALLMARK_APICAL_JUNCTION,0.37218246251244913,1.7222785313541376,0.0,0.0015878522630230572,1,200
OPRK1,HALLMARK_MYOGENESIS,0.36030034988471665,1.6669731332299709,0.0,0.00266865926558497,1,200
OPRK1,HALLMARK_ESTROGEN_RESPONSE_LATE,0.3564720821239376,1.6567146771408763,0.0,0.0026747244002794813,1,200
OPRK1,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.3563856568204782,1.6360009372561397,0.00125,0.002964532358073739,1,200
OPRK1,HALLMARK_PROTEIN_SECRETION,-0.35777448167654813,-1.68952275876468,0.0,0.00407088122605364,1,96
OPRK1,HALLMARK_FATTY_ACID_METABOLISM,-0.3352268222210534,-1.6899611784593644,0.004166666666666667,0.00508860153256705,1,158
OPRK1,HALLMARK_ADIPOGENESIS,-0.3101785094613687,-1.6295806689552323,0.0,0.006784802043422733,1,200
OPRK1,HALLMARK_SPERMATOGENESIS,-0.3197946358263664,-1.5608713228058173,0.003875968992248062,0.013341543513957306,1,135
OPRK1,HALLMARK_APICAL_SURFACE,0.41042724230057487,1.448536117765895,0.048458149779735685,0.02362319420723029,1,44
OPRK1,HALLMARK_HEDGEHOG_SIGNALING,0.41848421488983195,1.4130337748400044,0.061633281972265024,0.03172112100111673,0,36
OPRK1,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.39159922778769174,1.4136641869138011,0.05465288035450517,0.032691076003415885,0,42
OPRK1,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.28634986244503147,-1.3704579556037524,0.021739130434782608,0.041786398467432956,1,105
OPRK1,HALLMARK_HEME_METABOLISM,-0.2629653301412528,-1.3915997250968357,0.004347826086956522,0.0443007662835249,1,200
OPRK1,HALLMARK_E2F_TARGETS,-0.2586852514266274,-1.3752432467631803,0.0,0.04469987228607918,1,200
OPRK1,HALLMARK_KRAS_SIGNALING_DN,0.301315699179611,1.352829787354255,0.039473684210526314,0.05407000189771325,1,200
OPRK1,HALLMARK_GLYCOLYSIS,0.28514254594536764,1.3269107054426714,0.045627376425855515,0.06474834543125534,1,200
OPRK1,HALLMARK_PANCREAS_BETA_CELLS,-0.3472323679023624,-1.2555698243308615,0.13675213675213677,0.09622082897944968,0,40
OPRK1,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.30591503150692173,1.2305223242929486,0.14147018030513175,0.13826875791395504,0,74
OPRK1,HALLMARK_MITOTIC_SPINDLE,0.25028119367977414,1.173146432580533,0.14430379746835442,0.20293374608596643,0,199
OPRK1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.2714233365873867,-1.1299884155642046,0.24169184290030213,0.23178081098339717,0,49
OPRK1,HALLMARK_PEROXISOME,-0.2273820123135333,-1.107293698901088,0.23741007194244604,0.25254199823165335,0,104
OPRK1,HALLMARK_ANDROGEN_RESPONSE,0.2631755387286092,1.1140722571855006,0.27456258411843876,0.2854518470565549,0,101
OPRK1,HALLMARK_MYC_TARGETS_V2,-0.24243754342441404,-1.0689821761234541,0.35785953177257523,0.3103619321291735,0,58
OPRK1,HALLMARK_UV_RESPONSE_UP,0.22337459451364383,1.0014929337486702,0.46613545816733065,0.5051355011742101,0,158
OPRK1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.18814234429563942,-0.9197359497061844,0.6728624535315985,0.6748882503192848,0,113
OPRK1,HALLMARK_G2M_CHECKPOINT,0.19636992555831384,0.9162556043649108,0.6525,0.6809933234997283,0,200
OPRK1,HALLMARK_BILE_ACID_METABOLISM,0.20049013578505528,0.8366705812681661,0.7839335180055401,0.8290621703420907,0,112
OPRK1,HALLMARK_DNA_REPAIR,0.16941216614700472,0.762451485330067,0.9334239130434783,0.919032877882152,0,150
