model,gene_symbol,severity_beta,severity_se_hc3,severity_ci_low_t,severity_ci_high_t,severity_t,severity_pvalue_t,residual_df,n_donors,dme_beta,dme_pvalue_t,severity_padj_bh_158,rank_descending_beta,observed_beta,observed_hc3_t,wild_bootstrap_t_two_sided_p,wild_bootstrap_t_padj_bh_158,wild_bootstrap_iterations,wild_bootstrap_weight,null_residual_scaling
total_association,LIF,0.12704052953779532,0.20369940259218913,-0.297868978499399,0.5519500375749896,0.623666677079723,0.5398950651109897,20,26,,,0.9823353820001004,78,0.12704052953779535,0.6236666770797232,0.4694,0.8725909090909091,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SCN1B,0.12210499519422305,0.1852226888735159,-0.2642627634002237,0.5084727537886697,0.6592334661419671,0.5172651313151226,20,26,,,0.9823353820001004,79,0.12210499519422306,0.6592334661419672,0.4392,0.8725909090909091,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SEMA4D,0.11773270235376904,0.3685825650331906,-0.6511170556049495,0.8865824603124877,0.3194201612416672,0.752720352092602,20,26,,,0.9839806753369736,80,0.11773270235376909,0.31942016124166733,0.7096,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,PTAFR,0.11364490113257396,0.21558385682092313,-0.3360551440164633,0.5633449462816112,0.5271494016686705,0.6038887026695245,20,26,,,0.9823353820001004,81,0.11364490113257396,0.5271494016686704,0.5212,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,ITGA5,0.11136696442834662,0.23479160691131426,-0.37839974531346365,0.6011336741701568,0.4743225956556968,0.6404075316239181,20,26,,,0.9839806753369736,82,0.11136696442834663,0.47432259565569684,0.5706,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,PDPN,0.11031483727698563,0.26889326650600864,-0.4505866878704594,0.6712163624244307,0.4102551124110077,0.6859803469421994,20,26,,,0.9839806753369736,83,0.11031483727698566,0.4102551124110078,0.6128,0.9134188679245283,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,RHOG,0.10773065383521564,0.2402288129184946,-0.3933778688928271,0.6088391765632584,0.44845017767192963,0.6586490331696373,20,26,,,0.9839806753369736,84,0.1077306538352156,0.44845017767192946,0.5846,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,P2RX7,0.10761859916571623,0.2907123261843368,-0.49879668692443313,0.7140338852558656,0.37018932282037714,0.7151327798077391,20,26,,,0.9839806753369736,85,0.10761859916571623,0.3701893228203771,0.6566,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,RAF1,0.09174152382949227,0.21231896347800722,-0.3511480731470009,0.5346311208059854,0.43209293379484304,0.6702966331493221,20,26,,,0.9839806753369736,86,0.09174152382949229,0.43209293379484304,0.5748,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,ICOSLG,0.08752032298753987,0.3062818607036388,-0.5513724430008172,0.726413088975897,0.2857509184072293,0.7780074961548082,20,26,,,0.9839806753369736,87,0.08752032298753985,0.28575091840722927,0.7376,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,AHR,0.08257826668632332,0.14166821953547046,-0.21293646090389992,0.3780929942765465,0.5828990224984625,0.5664762769056315,20,26,,,0.9823353820001004,88,0.08257826668632332,0.5828990224984624,0.486,0.8725909090909091,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SCARF1,0.08141677852867159,0.2870347305493389,-0.5173271774930479,0.680160734550391,0.2836478302568222,0.7795957786848275,20,26,,,0.9839806753369736,89,0.08141677852867155,0.28364783025682194,0.7428,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,LCP2,0.07869208961132128,0.2325167505546778,-0.406329352922765,0.5637135321454075,0.3384362177073188,0.7385615693674927,20,26,,,0.9839806753369736,90,0.07869208961132132,0.33843621770731896,0.689,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,FZD5,0.07741797910169397,0.31578900501101237,-0.5813063423997258,0.7361423006031138,0.24515729766777095,0.8088325921402753,20,26,,,0.9839806753369736,91,0.07741797910169404,0.2451572976677711,0.7618,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,PCDH7,0.06875868284422994,0.22957277830700085,-0.4101217411914372,0.547639106879897,0.2995071251534927,0.7676435213653335,20,26,,,0.9839806753369736,92,0.06875868284422999,0.2995071251534929,0.7226,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,EMP3,0.05662657450549892,0.19010668624472116,-0.3399290240818244,0.4531821730928222,0.2978673481931323,0.7688766329736041,20,26,,,0.9839806753369736,93,0.056626574505498926,0.2978673481931324,0.7032,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,PTPRE,0.05327559620418755,0.22265369198202367,-0.41117186666910027,0.5177230590774754,0.23927560207934412,0.8133268541865325,20,26,,,0.9839806753369736,94,0.05327559620418756,0.23927560207934412,0.7744,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,RNF144B,0.052699823313030844,0.24135864979761096,-0.4507654978462215,0.5561651444722832,0.21834652852599976,0.8293716563506941,20,26,,,0.9839806753369736,95,0.05269982331303083,0.21834652852599967,0.7978,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
