model,gene_symbol,severity_beta,severity_se_hc3,severity_ci_low_t,severity_ci_high_t,severity_t,severity_pvalue_t,residual_df,n_donors,dme_beta,dme_pvalue_t,severity_padj_bh_158,rank_descending_beta,observed_beta,observed_hc3_t,wild_bootstrap_t_two_sided_p,wild_bootstrap_t_padj_bh_158,wild_bootstrap_iterations,wild_bootstrap_weight,null_residual_scaling
total_association,ABI1,0.05133901694415728,0.29432857490414355,-0.5626196317917309,0.6652976656800456,0.17442756606584084,0.8632830442611994,20,26,,,0.9839806753369736,96,0.051339016944157254,0.1744275660658407,0.8482,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,TACR3,0.04512475228794196,0.20851749828407737,-0.3898351272479602,0.4800846318238441,0.21640750852700852,0.8308621657372399,20,26,,,0.9839806753369736,97,0.04512475228794198,0.2164075085270086,0.7924,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,KCNMB2,0.03830724849004099,0.2850068301440888,-0.5562065814116312,0.6328210783917131,0.13440817706254365,0.8944232175643201,20,26,,,0.9952032984166378,98,0.03830724849004097,0.13440817706254357,0.8706,0.9686957746478874,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,EIF2AK2,0.03679076621345957,0.22366033113705552,-0.42975650914181124,0.5033380415687304,0.16449392713683667,0.8709934511308682,20,26,,,0.9839806753369736,99,0.03679076621345959,0.16449392713683675,0.846,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,ITGB3,0.02970028904709618,0.29503333345668387,-0.5857284602685391,0.6451290383627315,0.10066757101348586,0.9208166827353866,20,26,,,0.9953961976708596,100,0.029700289047096144,0.10066757101348574,0.9062,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SGMS2,0.02844883095823283,0.2512692448883175,-0.49568962930088556,0.5525872912173512,0.11322050564078219,0.9109845213083761,20,26,,,0.9953961976708596,101,0.028448830958232814,0.11322050564078215,0.8988,0.9930797202797202,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,TAPBP,0.022803612715632783,0.2561839137017182,-0.5115866670436569,0.5571938924749225,0.08901266432436362,0.9299571736919421,20,26,,,0.9953961976708596,102,0.022803612715632766,0.08901266432436356,0.9188,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,HBEGF,0.01654246514806345,0.22905064288357718,-0.4612488034798192,0.49433373377594614,0.0722218673556473,0.9431427172262803,20,26,,,0.9953961976708596,103,0.01654246514806343,0.0722218673556472,0.9298,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,ADORA2B,0.01370324837165425,0.21038986996789286,-0.4251623300563826,0.4525688267996911,0.06513264338128767,0.9487150380381724,20,26,,,0.9953961976708596,104,0.01370324837165425,0.06513264338128767,0.9418,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,BTG2,0.007792300341157216,0.2691481416068303,-0.55364088495022,0.5692254856325344,0.02895171519534455,0.9771900552435164,20,26,,,0.9953961976708596,105,0.007792300341157222,0.028951715195344577,0.9772,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,IL18R1,0.005946426164691411,0.3133041053614647,-0.6475944854976483,0.6594873378270312,0.018979726288076915,0.9850453517107824,20,26,,,0.9953961976708596,106,0.005946426164691428,0.018979726288076964,0.9804,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,PDE4B,0.005570909638304658,0.24574417955622874,-0.5070424662943209,0.5181842855709302,0.02266954866790641,0.9821385195192569,20,26,,,0.9953961976708596,107,0.005570909638304702,0.022669548667906582,0.9792,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,LDLR,0.005420253467027583,0.2728116741946471,-0.5636549268904026,0.5744954338244578,0.019868114086497312,0.9843454610747655,20,26,,,0.9953961976708596,108,0.0054202534670276135,0.01986811408649742,0.9782,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,CHST2,0.003145781026652389,0.2218168552460729,-0.4595560710041129,0.4658476330574176,0.014181884524341541,0.9888253920601997,20,26,,,0.9953961976708596,109,0.0031457810266523815,0.014181884524341508,0.9886,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,CD55,0.0012315857827342458,0.21079438576470347,-0.43847779781129115,0.44094096937675964,0.005842592905244581,0.9953961976708596,20,26,,,0.9953961976708596,110,0.0012315857827342464,0.005842592905244583,0.9932,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SRI,-0.0033611968141433884,0.25721990434795033,-0.5399125151931825,0.5331901215648958,-0.013067405583032097,0.9897034903963289,20,26,,,0.9953961976708596,111,-0.003361196814143411,-0.013067405583032186,0.9876,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,AQP9,-0.006114363963959452,0.26434588270575177,-0.5575302127233799,0.5453014847954609,-0.023130165302273544,0.9817756640408069,20,26,,,0.9953961976708596,112,-0.006114363963959423,-0.023130165302273437,0.9764,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,IL15,-0.012357734875667936,0.2558771513448818,-0.5461081195715998,0.5213926498202639,-0.0482955778220763,0.961959714607324,20,26,,,0.9953961976708596,113,-0.012357734875667907,-0.04829557782207619,0.9476,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,GNAI3,-0.01645549854183577,0.2583273980484227,-0.5553170082981375,0.5224060112144658,-0.06370016756314495,0.9498413401419286,20,26,,,0.9953961976708596,114,-0.016455498541835818,-0.06370016756314513,0.9358,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,CXCL8,-0.02837235777004428,0.29113983790786924,-0.63567941768876,0.5789347021486714,-0.09745268106875388,0.9233369274481549,20,26,,,0.9953961976708596,115,-0.028372357770044262,-0.0974526810687538,0.914,0.9932,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,IL1R1,-0.03534022019290262,0.18056493750114477,-0.41199207967813084,0.3413116392923256,-0.19572028037103587,0.846803948173839,20,26,,,0.9839806753369736,116,-0.03534022019290268,-0.19572028037103614,0.8182,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,MXD1,-0.037200495681101606,0.22773380351730815,-0.5122448855250263,0.43784389416282316,-0.16335078546331971,0.8718816110580778,20,26,,,0.9839806753369736,117,-0.03720049568110162,-0.16335078546331977,0.8494,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,INHBA,-0.04178083383469969,0.2771080471499571,-0.6198180911327281,0.5362564234633288,-0.15077452374412634,0.8816639156175744,20,26,,,0.9879638203374238,118,-0.04178083383469967,-0.15077452374412625,0.85,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,KCNA3,-0.04658972948040992,0.22966069883204085,-0.525653552517575,0.4324740935567551,-0.2028633097319044,0.8412914505098997,20,26,,,0.9839806753369736,119,-0.046589729480409965,-0.20286330973190458,0.7976,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,TACR1,-0.048736851700505214,0.28474071981418353,-0.6426955851810552,0.5452218817800447,-0.17116221288023004,0.8658160775705165,20,26,,,0.9839806753369736,120,-0.04873685170050524,-0.1711622128802301,0.826,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SLC11A2,-0.05115669827407119,0.2891640077297337,-0.6543422486631915,0.552028852115049,-0.17691239886910354,0.8613564959315179,20,26,,,0.9839806753369736,121,-0.05115669827407119,-0.1769123988691035,0.8228,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,IRAK2,-0.056194555921705296,0.3209714832557217,-0.7257293376078393,0.6133402257644287,-0.17507647517999111,0.8627798450558609,20,26,,,0.9839806753369736,122,-0.05619455592170535,-0.17507647517999123,0.8442,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,TNFSF9,-0.0567392517909863,0.18287143304317025,-0.4382023766681613,0.32472387308618866,-0.3102685359150214,0.7595667933323881,20,26,,,0.9839806753369736,123,-0.0567392517909863,-0.31026853591502135,0.7024,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,NMUR1,-0.05884665848785908,0.20405784088670442,-0.4845038557055126,0.3668105387297944,-0.28838224609331,0.7760216855326841,20,26,,,0.9839806753369736,124,-0.058846658487859055,-0.2883822460933098,0.7344,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,EDN1,-0.05968269152209374,0.31717341506008384,-0.7212948417819042,0.6019294587377167,-0.18817053601667003,0.8526391004182166,20,26,,,0.9839806753369736,125,-0.0596826915220937,-0.1881705360166699,0.8298,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,IFNAR1,-0.0604080407844767,0.3152552198682541,-0.7180189059894092,0.5972028244204558,-0.19161630633656554,0.8499747863742663,20,26,,,0.9839806753369736,126,-0.06040804078447671,-0.19161630633656554,0.8326,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,GCH1,-0.06857004647904202,0.2692150803297547,-0.6301428634996462,0.4930027705415622,-0.2547035864226191,0.8015526750047705,20,26,,,0.9839806753369736,127,-0.068570046479042,-0.2547035864226189,0.7686,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,MYC,-0.06859172371761253,0.22670167589223109,-0.5414831330627132,0.4042996856274882,-0.30256381408587163,0.7653465843913647,20,26,,,0.9839806753369736,128,-0.06859172371761257,-0.3025638140858718,0.7146,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,ATP2C1,-0.06886630167915096,0.27114521563205435,-0.6344653103886296,0.4967327070303277,-0.2539830972809896,0.8021014763024508,20,26,,,0.9839806753369736,129,-0.06886630167915099,-0.2539830972809897,0.774,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SPHK1,-0.06932832156239306,0.2635419497815124,-0.6190671956277967,0.4804105525030105,-0.2630637043547307,0.7951924961790129,20,26,,,0.9839806753369736,130,-0.06932832156239305,-0.2630637043547306,0.7544,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,HRH1,-0.07408006584546097,0.23174293393875448,-0.5574873552038443,0.40932722351292233,-0.31966483114017624,0.7525375957554663,20,26,,,0.9839806753369736,131,-0.07408006584546097,-0.31966483114017624,0.6912,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,IRF1,-0.0760564651147966,0.2513542496545011,-0.6003722422090173,0.44825931197942415,-0.302586748460947,0.7653293588077111,20,26,,,0.9839806753369736,132,-0.07605646511479658,-0.3025867484609469,0.7386,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,ATP2A2,-0.08550165537400403,0.21407767583654924,-0.5320598620446705,0.3610565512966625,-0.39939547661796143,0.693834749452629,20,26,,,0.9839806753369736,133,-0.08550165537400413,-0.3993954766179618,0.6368,0.940321495327103,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,ACVR2A,-0.09028028218637352,0.28740270773939,-0.689791825175967,0.50923126080322,-0.3141246750821762,0.7566794581784757,20,26,,,0.9839806753369736,134,-0.0902802821863735,-0.31412467508217606,0.7162,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,NFKB1,-0.09842469100130223,0.26414278606647884,-0.6494168875949368,0.4525675055923323,-0.3726192657653385,0.7133513596368939,20,26,,,0.9839806753369736,135,-0.09842469100130224,-0.37261926576533855,0.6682,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,PVR,-0.11050558341249392,0.22126068339253538,-0.5720472812863818,0.35103611446139393,-0.49943614797775693,0.6229218690437633,20,26,,,0.9839806753369736,136,-0.11050558341249389,-0.49943614797775676,0.552,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,CCL2,-0.11319265384661172,0.2210578206991551,-0.5743111875572945,0.34792587986407103,-0.5120499853323865,0.6142240495982205,20,26,,,0.9823353820001004,137,-0.11319265384661169,-0.5120499853323864,0.5474,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SELENOS,-0.11777455117714625,0.34794965639476677,-0.8435848159053372,0.6080357135510448,-0.33848158494378555,0.7385279018154187,20,26,,,0.9839806753369736,138,-0.1177745511771462,-0.3384815849437854,0.7132,0.9524822695035461,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,RELA,-0.1193131937864521,0.2568786121697203,-0.6551525891568657,0.4165262015839615,-0.4644730551083077,0.6473252951457947,20,26,,,0.9839806753369736,139,-0.11931319378645211,-0.46447305510830766,0.5952,0.8956342857142856,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SLC7A1,-0.12452661983560191,0.20988411260879278,-0.5623372068993703,0.3132839672281664,-0.5933113196981687,0.5596233887344328,20,26,,,0.9823353820001004,140,-0.1245266198356019,-0.5933113196981686,0.4726,0.8725909090909091,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,VIP,-0.13215369574333255,0.2394469587154468,-0.6316312991827263,0.36732390769606127,-0.5519121915446039,0.5871233294586544,20,26,,,0.9823353820001004,141,-0.13215369574333258,-0.551912191544604,0.5234,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,ATP2B1,-0.13442391156873817,0.26075885062059034,-0.6783573425143421,0.4095095193768657,-0.5155104467166401,0.6118480037852723,20,26,,,0.9823353820001004,142,-0.13442391156873826,-0.5155104467166404,0.5534,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,KIF1B,-0.14699895085002418,0.3080257061877129,-0.7895293147758395,0.4955314130757911,-0.47722949058167907,0.6383722665929294,20,26,,,0.9839806753369736,143,-0.1469989508500242,-0.47722949058167907,0.5806,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,GNA15,-0.1494078318594436,0.26255903173686707,-0.697096374812059,0.39828071109317176,-0.5690447244228795,0.5756612380155484,20,26,,,0.9823353820001004,144,-0.1494078318594436,-0.5690447244228795,0.5156,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,CXCR6,-0.16397502169304395,0.2736401393313906,-0.7347783500430551,0.4068283066569673,-0.5992359969326824,0.5557434506967447,20,26,,,0.9823353820001004,145,-0.16397502169304395,-0.5992359969326823,0.4762,0.8725909090909091,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,IFITM1,-0.18217775811070436,0.3291607346527951,-0.868795018871604,0.5044395026501953,-0.5534613911433539,0.5860822099319583,20,26,,,0.9823353820001004,146,-0.18217775811070439,-0.5534613911433539,0.5692,0.8881423076923077,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,NAMPT,-0.2064456351594688,0.2521760009351935,-0.7324755553879578,0.31958428506902026,-0.8186569475043863,0.4226299420699212,20,26,,,0.9823353820001004,147,-0.2064456351594688,-0.8186569475043863,0.3358,0.8557483870967743,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,LAMP3,-0.20784998250699085,0.3045139695903117,-0.8430549922542014,0.4273550272402198,-0.6825630455858198,0.5027129723168711,20,26,,,0.9823353820001004,148,-0.20784998250699074,-0.6825630455858193,0.4444,0.8725909090909091,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,C5AR1,-0.21224179206876415,0.2000994502748825,-0.6296419311601569,0.20515834702262853,-1.0606815349927317,0.3014763377721643,20,26,,,0.954330993468347,149,-0.2122417920687642,-1.0606815349927319,0.2514,0.8092078431372549,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SLC7A2,-0.2204296814490886,0.3581555865519381,-0.967529143430487,0.5266697805323098,-0.6154578896038604,0.5451929189693637,20,26,,,0.9823353820001004,150,-0.22042968144908862,-0.6154578896038604,0.4754,0.8725909090909091,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,MEFV,-0.23723006708550726,0.23476095133463123,-0.7269328304149019,0.25247269624388735,-1.0105175743105441,0.3243174238879286,20,26,,,0.954330993468347,151,-0.23723006708550728,-1.0105175743105443,0.2766,0.8093111111111112,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,KCNJ2,-0.2606136545765921,0.20339225787922136,-0.6848824699695146,0.16365516081633047,-1.281335176146921,0.21473367660751122,20,26,,,0.954330993468347,152,-0.26061365457659197,-1.2813351761469205,0.1348,0.7451483870967742,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,LPAR1,-0.26370702925740735,0.28984090068064683,-0.8683045535998444,0.3408904950850296,-0.9098337351220339,0.3737451780322609,20,26,,,0.9823353820001004,153,-0.26370702925740735,-0.9098337351220337,0.317,0.8557483870967743,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,IRF7,-0.26515079872167713,0.23884126968689476,-0.7633649569871015,0.23306335954374718,-1.1101548700912218,0.2801020541258546,20,26,,,0.954330993468347,154,-0.2651507987216772,-1.1101548700912216,0.2282,0.8092078431372549,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,IL18,-0.27167650072965904,0.1779114875440029,-0.6427933605951403,0.09944035913582217,-1.5270318093566904,0.14241371090994764,20,26,,,0.954330993468347,155,-0.271676500729659,-1.52703180935669,0.0896,0.6741333333333334,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,CALCRL,-0.2731152126203174,0.2542899329283395,-0.8035547177165148,0.25732429247588,-1.0740307706057832,0.2955967699927953,20,26,,,0.954330993468347,156,-0.2731152126203174,-1.074030770605783,0.2542,0.8092078431372549,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,SLC1A2,-0.2926826450617173,0.2156680057064644,-0.7425582217101219,0.15719293158668723,-1.3570981198763155,0.18986945550311676,20,26,,,0.954330993468347,157,-0.2926826450617174,-1.3570981198763152,0.1022,0.7020695652173913,4999,Rademacher,HC3 (residual/(1-leverage))
total_association,PTGER4,-0.3288230646298008,0.27365527210314516,-0.899657959388548,0.24201183012894634,-1.2015959425984017,0.24355615775463688,20,26,,,0.954330993468347,158,-0.3288230646298007,-1.2015959425984013,0.1738,0.7840216216216217,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,P2RX4,0.5990896162861102,0.20213759064024842,0.17601077677593974,1.0221684557962807,2.963771431076032,0.007975736377663578,19,26,0.5890586367812506,0.21127770530548173,0.9923671768049482,1,0.5990896162861105,2.9637714310760335,0.0064,0.5056,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,SLC31A1,0.5394626507841186,0.3327053244827902,-0.15689759638806777,1.235822897956305,1.621442793627498,0.1214000377970955,19,26,-0.567838840214971,0.29106334330760414,0.9935409255431776,2,0.5394626507841185,1.6214427936274973,0.1722,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,NLRP3,0.5327210264125435,0.19327257606682222,0.1281968756472338,0.9372451771778532,2.7563197906999495,0.012561609832974028,19,26,0.08120414161175338,0.9116908507383217,0.9923671768049482,3,0.5327210264125435,2.75631979069995,0.0064,0.5056,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,CD82,0.5201307152239482,0.2620347427219503,-0.028314304383774358,1.0685757348316707,1.9849685191397235,0.061776909522202696,19,26,0.3162142331053611,0.6533810141483951,0.9935409255431776,4,0.5201307152239482,1.984968519139724,0.0544,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,FPR1,0.4914101560156201,0.2255723976706095,0.019281701680487984,0.9635386103507522,2.178503048645155,0.04216637900004973,19,26,0.26115348299793756,0.7002791226435963,0.9935409255431776,5,0.49141015601562005,2.178503048645155,0.0238,0.75208,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,TLR2,0.48360291610784967,0.21792021114269108,0.02749067224446966,0.9397151599712297,2.2191742269889474,0.038847386656904716,19,26,1.044106911007925,0.20747404500996458,0.9935409255431776,6,0.48360291610784956,2.219174226988947,0.0404,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,CD40,0.451638571390068,0.3365694378348993,-0.25280935797704274,1.1560865007571788,1.3418882424244791,0.1954499282693166,19,26,-0.16603359446316562,0.7654328577201858,0.9935409255431776,7,0.45163857139006797,1.3418882424244791,0.1644,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,ACVR1B,0.4228894704745756,0.3177176307308082,-0.242101173154608,1.087880114103759,1.3310229888780583,0.19893388720705923,19,26,-0.7454147570082453,0.24085228945881237,0.9935409255431776,8,0.42288947047457565,1.3310229888780585,0.201,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,IL10RA,0.422297856647264,0.21938211032938457,-0.03687417737898535,0.8814698906735133,1.924942083988607,0.06934091232650706,19,26,0.6002913468739697,0.36483516465856203,0.9935409255431776,9,0.422297856647264,1.9249420839886062,0.074,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,IFNGR2,0.41858857314948855,0.2852339748385183,-0.1784129973220115,1.0155901436209887,1.4675270482293257,0.15859195949582933,19,26,0.48721944988911087,0.6020358853796741,0.9935409255431776,10,0.41858857314948866,1.467527048229326,0.1092,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,CSF3R,0.4104430102737798,0.24519683821162896,-0.10275987016801075,0.9236458907155702,1.673932719799295,0.11052709000299957,19,26,0.6054792490854988,0.4092098216937974,0.9935409255431776,11,0.41044301027378,1.6739327197992961,0.0744,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,TLR1,0.4002127411944817,0.3468045662392013,-0.3256575581227904,1.126083040511754,1.154000783595344,0.26280966286382423,19,26,0.2956251252487764,0.7317332363821,0.9935409255431776,12,0.4002127411944817,1.154000783595344,0.1692,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,HPN,0.3921313783979217,0.26233057277654964,-0.15693282063009412,0.9411955774259375,1.494798620868087,0.15139094799471164,19,26,0.25161525836211285,0.7087629853969262,0.9935409255431776,13,0.39213137839792167,1.494798620868087,0.0996,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,OPRK1,0.37107765488324074,0.15255512557623618,0.051776107428905205,0.6903792023375763,2.4324168295335484,0.025053514486616812,19,26,1.0229322989560197,0.013860152602755296,0.9935409255431776,14,0.3710776548832408,2.4324168295335484,0.0178,0.7031000000000001,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,AXL,0.3689677171860018,0.2614112569236964,-0.17817233164839336,0.9161077660203969,1.41144540418051,0.17427988186376406,19,26,0.9308746879381363,0.15291923860804188,0.9935409255431776,15,0.3689677171860017,1.41144540418051,0.112,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,SLC4A4,0.36040140286594025,0.22241634659915863,-0.10512136065970423,0.8259241663915847,1.6203908047975446,0.12162688744104373,19,26,0.6060351936210844,0.21693370807382706,0.9935409255431776,16,0.3604014028659402,1.6203908047975442,0.0652,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,TNFSF10,0.3547668299681158,0.30595888692587736,-0.2856124800277233,0.995146139963955,1.1595245149851223,0.2606072773238186,19,26,0.5300862804258464,0.3792213298254953,0.9935409255431776,17,0.3547668299681158,1.1595245149851223,0.2126,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,P2RY2,0.3396921854860224,0.2802236887663616,-0.24682273571698699,0.9262071066890318,1.2122179498152388,0.24028812667200944,19,26,0.8959481319398223,0.1526662439510007,0.9935409255431776,18,0.3396921854860224,1.2122179498152388,0.1728,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,IL15RA,0.3298129700611375,0.38387936086461316,-0.4736557662193678,1.1332817063416427,0.8591578596939891,0.4009635308669248,19,26,-0.8980514196291436,0.2090282153917517,0.9935409255431776,19,0.3298129700611375,0.8591578596939891,0.3672,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,PTGER2,0.3246880961299048,0.2552990705917609,-0.20965899968672386,0.8590351919465334,1.271795057370582,0.21879326920028727,19,26,-0.21007456058590374,0.7611134307457008,0.9935409255431776,20,0.32468809612990485,1.2717950573705823,0.1472,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,HIF1A,0.31916143250424706,0.3249040188511838,-0.3608704943251964,0.9991933593336906,0.9823252837338186,0.3382837805297271,19,26,-0.20172208750096507,0.758532827604401,0.9935409255431776,21,0.3191614325042471,0.9823252837338187,0.2534,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,NOD2,0.31552425003567364,0.24362289412316535,-0.19438432756866886,0.8254328276400161,1.2951338221774757,0.21079086101517905,19,26,0.6627194753479131,0.26729634748261777,0.9935409255431776,22,0.3155242500356736,1.2951338221774755,0.1106,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,CD14,0.30873096818838996,0.24664322394816177,-0.2074992323919168,0.8249611687686967,1.2517309952665778,0.22585958655871885,19,26,0.9914894717924319,0.13255520566467288,0.9935409255431776,23,0.30873096818838996,1.2517309952665783,0.1642,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,ADM,0.29485381422301,0.28697653579614485,-0.30579497824907514,0.8955026066950951,1.0274492073193775,0.31711245326543097,19,26,-0.6425027770519667,0.4978984163074127,0.9935409255431776,24,0.29485381422301,1.0274492073193777,0.2338,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,PLAUR,0.2862425630331233,0.2846405565103309,-0.30951696860315375,0.8820020946694003,1.0056281738007853,0.3272306889711075,19,26,0.6052342622826479,0.434703782573326,0.9935409255431776,25,0.28624256303312323,1.005628173800785,0.252,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,APLNR,0.27140049967195323,0.4445649342606315,-0.6590846014819766,1.2018856008258831,0.6104856203364917,0.5487737528448275,19,26,0.30945422476605977,0.7715028367269771,0.9935409255431776,26,0.27140049967195323,0.6104856203364917,0.56,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,DCBLD2,0.265410400796824,0.27665144702056554,-0.31362773250407283,0.8444485340977208,0.9593674772179813,0.34942389789457784,19,26,0.3507251013802627,0.5895755149741019,0.9935409255431776,27,0.26541040079682404,0.9593674772179818,0.2808,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,PIK3R5,0.25985792708951105,0.2228603831324325,-0.2065942155813117,0.7263100697603337,1.1660122065530738,0.25803819842143005,19,26,1.4572128781270117,0.027118761462610268,0.9935409255431776,28,0.25985792708951105,1.166012206553074,0.19,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,BEST1,0.25798890035936756,0.3139131206219501,-0.3990388120967366,0.9150166128154718,0.8218480955756773,0.4213573464380428,19,26,0.48467221244079034,0.5722984208182695,0.9935409255431776,29,0.25798890035936756,0.8218480955756773,0.3438,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,MSR1,0.24714400567545505,0.35105773199508095,-0.4876282718762587,0.9819162832271687,0.7039981836347021,0.48997292829488515,19,26,0.35643567962355327,0.6475883578884307,0.9935409255431776,30,0.2471440056754551,0.7039981836347023,0.4378,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
DME_conditioned,ITGB8,0.24508760501553065,0.23312856807071794,-0.24285609572623615,0.7330313057572975,1.0512980328570671,0.3063097674651865,19,26,1.032875170224546,0.09742313070089943,0.9935409255431776,31,0.24508760501553067,1.0512980328570676,0.2386,0.9767911111111112,4999,Rademacher,HC3 (residual/(1-leverage))
