model,gene_symbol,severity_beta,severity_se_hc3,severity_ci_low_t,severity_ci_high_t,severity_t,severity_pvalue_t,residual_df,n_donors,dme_beta,dme_pvalue_t,severity_padj_bh_158,rank_descending_beta
DME_conditioned_mean_severity,PCDH7,0.05658049851366421,0.26885457441161664,-0.5061385928675457,0.6192995898948741,0.21045019835533615,0.8355567890931781,19.0,26,0.08069307104410578,0.8858208186130244,0.9935409255431776,81
DME_conditioned_mean_severity,TPBG,0.04927040905933375,0.27686193411478305,-0.5302082787929028,0.6287490969115703,0.17796021405711532,0.8606378699039828,19.0,26,0.8097973662307187,0.12478574784956929,0.9935409255431776,82
DME_conditioned_mean_severity,AHR,0.04718935533352582,0.1535498939356446,-0.2741942662256158,0.36857297689266744,0.30732261758060014,0.761940925735304,19.0,26,0.23448815196511005,0.4572657088023263,0.9935409255431776,83
DME_conditioned_mean_severity,KIF1B,0.044479423271869836,0.328744054033384,-0.6435897895636927,0.7325486361074324,0.13530107305713562,0.8937969661649974,19.0,26,-1.2687423368726323,0.18164891244639336,0.9935409255431776,84
DME_conditioned_mean_severity,KCNMB2,0.03149233072487322,0.35654198227945566,-0.7147586145924321,0.7777432760421785,0.0883271319790602,0.9305410215999912,19.0,26,0.04515588107860885,0.9503450643033318,0.9935409255431776,85
DME_conditioned_mean_severity,PTPRE,0.031118634169642428,0.3053846637386556,-0.6080588128827425,0.6702960812220274,0.10189979348888774,0.9199039397647171,19.0,26,0.14681279762596822,0.8277305633237879,0.9935409255431776,86
DME_conditioned_mean_severity,IL18R1,0.018219839555589024,0.3701894196777604,-0.7565955205173991,0.7930351996285772,0.04921761289517374,0.9612595814059266,19.0,26,-0.08132406209517229,0.9254043579590903,0.9935409255431776,87
DME_conditioned_mean_severity,GNAI3,0.00971189365906329,0.26371765289290855,-0.5422554974178831,0.5616792847360098,0.03682686218585121,0.971007231647826,19.0,26,-0.17338604676942146,0.7478612370041622,0.9935409255431776,88
DME_conditioned_mean_severity,TLR3,0.0046073738781615,0.28460550318835076,-0.5910787903120243,0.6002935380683472,0.016188632428208383,0.9872526918372081,19.0,26,0.9626364539928901,0.10186394567654404,0.9935409255431776,89
DME_conditioned_mean_severity,NFKBIA,0.0010586169720960478,0.40807576996975603,-0.8530537855957764,0.8551710195399685,0.002594167676690301,0.9979572001329761,19.0,26,1.0213005705931049,0.2708621975699701,0.9979572001329761,90
DME_conditioned_mean_severity,ADORA2B,-0.005303039271284159,0.2567291618369738,-0.5426433504641422,0.5320372719215739,-0.02065616244504259,0.9837353237855869,19.0,26,0.1259363200150447,0.843310418981447,0.9935409255431776,91
DME_conditioned_mean_severity,IL1B,-0.005925260377767132,0.24701673430202942,-0.5229372271132894,0.5110867063577552,-0.023987283268518424,0.9811128897344916,19.0,26,1.0439474516437832,0.19464601667311987,0.9935409255431776,92
DME_conditioned_mean_severity,TNFSF9,-0.013642914058391069,0.20369147421603467,-0.43997406927043214,0.41268824115365,-0.0669783264660426,0.9472987508757992,19.0,26,-0.2855578260273777,0.5246584804984049,0.9935409255431776,93
DME_conditioned_mean_severity,LYN,-0.014931843160438357,0.2268294452459112,-0.4896913283082125,0.45982764198733583,-0.06582850451470439,0.9482020905633441,19.0,26,1.2257655419564921,0.025671596882438506,0.9935409255431776,94
DME_conditioned_mean_severity,BST2,-0.015305708095289507,0.1673087556029919,-0.36548695808546483,0.3348755418948858,-0.0914818118162837,0.928067383010059,19.0,26,1.1866967805480169,0.06625685283880806,0.9935409255431776,95
DME_conditioned_mean_severity,TAPBP,-0.01657036266732962,0.2859573613752856,-0.6150859985609187,0.5819452732262596,-0.057946970092450104,0.9543959666084566,19.0,26,0.26089332421187045,0.7822712323023742,0.9935409255431776,96
DME_conditioned_mean_severity,SLC11A2,-0.01661955510658846,0.40758461070217167,-0.8697039495128612,0.8364648392996844,-0.04077571790052845,0.9679001322826164,19.0,26,-0.22884430647672976,0.8096902188494198,0.9935409255431776,97
DME_conditioned_mean_severity,OSM,-0.017757187334623253,0.2689273797522331,-0.5806286620450327,0.5451142873757862,-0.06602967444587912,0.9480440393146881,19.0,26,1.130891529560985,0.1479334654422809,0.9935409255431776,98
DME_conditioned_mean_severity,LCP2,-0.022631960512035323,0.28449885175414447,-0.6180949006849902,0.5728309796609196,-0.07955027014166369,0.9374268455680946,19.0,26,0.6713766644637923,0.2120908782531029,0.9935409255431776,99
DME_conditioned_mean_severity,CSF1,-0.022681611082843202,0.25966584801466025,-0.5661684770858472,0.5208052549201608,-0.08734922692476155,0.9313079622050208,19.0,26,1.1725772628390756,0.019652030081904068,0.9935409255431776,100
DME_conditioned_mean_severity,RNF144B,-0.025852644769052503,0.24346323209951057,-0.53542704591731,0.48372175637920506,-0.1061870597301763,0.9165470679342171,19.0,26,0.5204913733920185,0.36207948306161286,0.9935409255431776,101
DME_conditioned_mean_severity,TACR3,-0.029589465915303603,0.2552474777999815,-0.563828576777704,0.5046496449470967,-0.11592461626003085,0.9089287639525456,19.0,26,0.495058996795392,0.3918490156983355,0.9935409255431776,102
DME_conditioned_mean_severity,BTG2,-0.030496316722878634,0.27369002662469927,-0.6033361259000122,0.5423434924542548,-0.11142648162586163,0.912446859865073,19.0,26,0.25370170241011963,0.6961741863788461,0.9935409255431776,103
DME_conditioned_mean_severity,PTAFR,-0.031262983329564994,0.23468135771975615,-0.5224567101582049,0.4599307434990749,-0.13321460056873186,0.8954244725582807,19.0,26,0.9601646598833411,0.08948865950004999,0.9935409255431776,104
DME_conditioned_mean_severity,CLEC5A,-0.041705967017506944,0.19441885673339504,-0.44862931079105667,0.36521737675604277,-0.2145160593897432,0.8324301858990728,19.0,26,1.6088826966986638,0.01095455115044309,0.9935409255431776,105
DME_conditioned_mean_severity,P2RX7,-0.051291954502356164,0.3718659373292845,-0.8296163063476243,0.727032397342912,-0.13793130629476696,0.891746000560206,19.0,26,1.0529468308844434,0.13306631905889504,0.9935409255431776,106
DME_conditioned_mean_severity,IFNAR1,-0.052078589551000296,0.3142396629607882,-0.7097897629770753,0.6056325838750747,-0.16572888686396925,0.870121058544202,19.0,26,-0.05519123228036174,0.9301224812577362,0.9935409255431776,107
DME_conditioned_mean_severity,MXD1,-0.05506334591628925,0.24347154851003439,-0.5646551535118195,0.454528461679241,-0.22615926276913575,0.8234926987668966,19.0,26,0.11835986415975483,0.8110504737079567,0.9935409255431776,108
DME_conditioned_mean_severity,ATP2A2,-0.05848408699525762,0.22767628736372064,-0.535016033065893,0.4180478590753778,-0.2568738610087545,0.8000372391538164,19.0,26,-0.17901934356119692,0.7590110915167336,0.9935409255431776,109
DME_conditioned_mean_severity,EIF2AK2,-0.0586217037982956,0.24254734749756393,-0.5662791364436167,0.44903572884702553,-0.24169179503760344,0.8116083252104331,19.0,26,0.6322063299557912,0.3588985812722878,0.9935409255431776,110
DME_conditioned_mean_severity,SRI,-0.06045184869457529,0.31591473397978764,-0.7216689860562583,0.6007652886671077,-0.19135495180304893,0.8502775746859306,19.0,26,0.37828463612423835,0.6835290611858855,0.9935409255431776,111
DME_conditioned_mean_severity,PDPN,-0.07444583220794876,0.3006145992506021,-0.7036394195457591,0.5547477551298616,-0.2476454317040281,0.8070652668571201,19.0,26,1.2242305933475355,0.11067329329549123,0.9935409255431776,112
DME_conditioned_mean_severity,SLC7A1,-0.0826048757107892,0.23332579934467126,-0.5709613862532219,0.40575163483164345,-0.3540323270842605,0.7272131677197109,19.0,26,-0.27777492811189436,0.6238738889657662,0.9935409255431776,113
DME_conditioned_mean_severity,EMP3,-0.08319419266317249,0.26872821892611004,-0.6456488189738107,0.4792604336474656,-0.30958487722514805,0.7602462861446262,19.0,26,0.926457244555329,0.19758096509994538,0.9935409255431776,114
DME_conditioned_mean_severity,INHBA,-0.08392540474678187,0.29747010408422925,-0.7065374880624034,0.5386866785688396,-0.28213055226221395,0.7808936440886791,19.0,26,0.2792513861197228,0.6177543530261769,0.9935409255431776,115
DME_conditioned_mean_severity,TACR1,-0.08464909396463759,0.37302822150038845,-0.8654061345380842,0.696107946608809,-0.22692410141024527,0.8229064483917575,19.0,26,0.23795576070395308,0.7835731251677444,0.9935409255431776,116
DME_conditioned_mean_severity,ATP2B1,-0.08615440958965974,0.33309074571790875,-0.7833213526780288,0.6110125334987094,-0.2586514656958469,0.7986854686756597,19.0,26,-0.31983539144544937,0.6250174611242041,0.9935409255431776,117
DME_conditioned_mean_severity,ABI1,-0.08824325019119904,0.28328836915509203,-0.6811726211668945,0.5046861207844964,-0.3114961989240316,0.7588154992886873,19.0,26,0.9248769350765186,0.19624348969922797,0.9935409255431776,118
DME_conditioned_mean_severity,CXCL8,-0.0900722475304816,0.3531810065045594,-0.8292885897046457,0.6491440946436825,-0.2550314027980403,0.8014390106241666,19.0,26,0.4088256059120688,0.6255910586555866,0.9935409255431776,119
DME_conditioned_mean_severity,PDE4B,-0.09127444413644378,0.3265585779474083,-0.7747694029537251,0.5922205146808375,-0.2795040470538287,0.7828779956139232,19.0,26,0.6417006673830008,0.30302636525033255,0.9935409255431776,120
DME_conditioned_mean_severity,ICOSLG,-0.10758868611170495,0.24722990863111285,-0.6250468318457811,0.40986945962237126,-0.4351766608959761,0.6683373156283232,19.0,26,1.2927990499433386,0.0178094737990153,0.9935409255431776,121
DME_conditioned_mean_severity,CHST2,-0.1077558598723716,0.2388179846293317,-0.6076076463268657,0.39209592658212244,-0.4512049628072148,0.6569493523488492,19.0,26,0.7348381125675594,0.18326210605188606,0.9935409255431776,122
DME_conditioned_mean_severity,GCH1,-0.11037338086470086,0.29163907813980827,-0.7207809866167706,0.5000342248873689,-0.37845881823762034,0.7092853546085762,19.0,26,0.2769903410803226,0.688084404025394,0.9935409255431776,123
DME_conditioned_mean_severity,AQP9,-0.11096610393534666,0.22245883865361354,-0.5765778043530865,0.3546455964823932,-0.498816341067616,0.6236346112045592,19.0,26,0.6947512595431442,0.27289883666622944,0.9935409255431776,124
DME_conditioned_mean_severity,FZD5,-0.11460452367408819,0.28831070832259803,-0.7180457713367705,0.48883672398859407,-0.39750352784626486,0.6954265699769893,19.0,26,1.2723477521737583,0.032754767694623925,0.9935409255431776,125
DME_conditioned_mean_severity,CXCR6,-0.11525702770251874,0.34838908447648764,-0.8444437618050797,0.6139297064000422,-0.33082846977169655,0.744394606309205,19.0,26,-0.32280711504233794,0.6377819861501502,0.9935409255431776,126
DME_conditioned_mean_severity,ACVR2A,-0.11541035232425736,0.29828513205330087,-0.7397283087841613,0.5089076041356466,-0.3869128559301929,0.7031201841630828,19.0,26,0.1665127148625925,0.7666179527195598,0.9935409255431776,127
DME_conditioned_mean_severity,IRF1,-0.12436798749028213,0.28928619637955233,-0.7298509551209577,0.48111498014039344,-0.4299133143812625,0.6720951147080627,19.0,26,0.32011382004699857,0.5891257328992087,0.9935409255431776,128
DME_conditioned_mean_severity,VIP,-0.1254445991652685,0.23575611238334643,-0.6188878133573903,0.3679986150268533,-0.5320947902351387,0.600827713885121,19.0,26,-0.044454706228800434,0.9394822191844122,0.9935409255431776,129
DME_conditioned_mean_severity,SLC7A2,-0.13086736081164535,0.43796323519464875,-1.0475349470205086,0.785800225397218,-0.2988090101980422,0.7683293949529408,19.0,26,-0.5934430376401075,0.44449253487821094,0.9935409255431776,130
DME_conditioned_mean_severity,CCL2,-0.1360317452930474,0.26247146720201975,-0.6853908397427042,0.4133273491566094,-0.5182725068868005,0.6102512411756205,19.0,26,0.15133261072789314,0.7779705780249264,0.9935409255431776,131
DME_conditioned_mean_severity,IRAK2,-0.13934884658109437,0.3369439903295852,-0.8445807233292214,0.5658830301670327,-0.41356679620487924,0.683822010065064,19.0,26,0.5509832091274067,0.2862427279002594,0.9935409255431776,132
DME_conditioned_mean_severity,NAMPT,-0.14081952390001662,0.3209957726154987,-0.8126713973476206,0.5310323495475874,-0.4386958829787947,0.6658297381774241,19.0,26,-0.434840885510007,0.6451349711297323,0.9935409255431776,133
DME_conditioned_mean_severity,SPHK1,-0.14211351064497102,0.28456113778087216,-0.7377068169701204,0.4534797956801784,-0.4994129267026135,0.6232222010775502,19.0,26,0.4822771830491931,0.4251996974102913,0.9935409255431776,134
DME_conditioned_mean_severity,IL1R1,-0.15653076437427202,0.20825522747118114,-0.5924139649277186,0.2793524361791746,-0.751629460998443,0.4614836813732843,19.0,26,0.8030127419697751,0.0928038107534529,0.9935409255431776,135
DME_conditioned_mean_severity,HBEGF,-0.16012852032469496,0.18250931335978945,-0.5421249033402696,0.22186786269087974,-0.8773717755927658,0.3912440805219639,19.0,26,1.1706280669774556,0.007963728108749128,0.9935409255431776,136
DME_conditioned_mean_severity,ATP2C1,-0.16309383295627528,0.27027405868898663,-0.7287839390748749,0.4025962731623243,-0.6034387234475684,0.5533533104885271,19.0,26,0.6243548848716063,0.35857035993744424,0.9935409255431776,137
DME_conditioned_mean_severity,RELA,-0.16518394422948968,0.2950704556539724,-0.7827735056584605,0.45240561719948114,-0.5598118722641621,0.5821482401185842,19.0,26,0.30394118071084075,0.654574874291088,0.9935409255431776,138
DME_conditioned_mean_severity,EDN1,-0.17972301073113123,0.32871824248768794,-0.8677381993806703,0.508292177918408,-0.5467387796035162,0.5909221260243946,19.0,26,0.7953913114765507,0.39665659289366106,0.9935409255431776,139
DME_conditioned_mean_severity,MYC,-0.1822453420750881,0.24090857724072354,-0.6864727891531935,0.32198210500301727,-0.7564917121775317,0.45863264776271784,19.0,26,0.7530728104945095,0.1920603388586282,0.9935409255431776,140
DME_conditioned_mean_severity,SLC1A2,-0.18900777308734507,0.30013953587497666,-0.817207041352603,0.4391914951779129,-0.6297330091363784,0.5363692826655436,19.0,26,-0.686953291445856,0.3181368836341153,0.9935409255431776,141
DME_conditioned_mean_severity,IL18,-0.20118193754713454,0.2491895762906639,-0.7227417148312971,0.32037783973702805,-0.8073449160348044,0.4294595546457076,19.0,26,-0.46709941652248865,0.4870283886458776,0.9935409255431776,142
DME_conditioned_mean_severity,KCNA3,-0.22361436152840478,0.297337106243169,-0.8459480771635027,0.39871935410669324,-0.7520566953575175,0.46123273989269675,19.0,26,1.1729713414299878,0.07670425234071514,0.9935409255431776,143
DME_conditioned_mean_severity,IL15,-0.2462264608233794,0.23058513025253535,-0.7288466850307984,0.23639376338403956,-1.0678332143695206,0.298976182565036,19.0,26,1.549622275836931,0.02830978380498692,0.9935409255431776,144
DME_conditioned_mean_severity,HRH1,-0.24927386652178643,0.2345006860708545,-0.7400894432433256,0.24154171019975276,-1.0629984530043899,0.301107259772202,19.0,26,1.1608401893687463,0.026665660072695583,0.9935409255431776,145
DME_conditioned_mean_severity,SELENOS,-0.24951848705828247,0.4294735815275578,-1.1484170239283291,0.6493800498117642,-0.5809868122057509,0.5680778446912964,19.0,26,0.8729398807837437,0.39757096155635474,0.9935409255431776,146
DME_conditioned_mean_severity,CALCRL,-0.25063238714031694,0.2849562066830566,-0.847052582180887,0.34578780790025315,-0.8795470365700213,0.39009371057640796,19.0,26,-0.14897198009858154,0.8059570826175008,0.9935409255431776,147
DME_conditioned_mean_severity,PVR,-0.25428592823625706,0.2545348432673284,-0.7870334778798125,0.27846162140729835,-0.9990220787540278,0.33033809781708157,19.0,26,0.9526935431983898,0.19879344374758012,0.9935409255431776,148
DME_conditioned_mean_severity,LAMP3,-0.2708571888319929,0.32753761216199195,-0.9564012898104866,0.4146869121465007,-0.8269498792646558,0.41853040949238074,19.0,26,0.4174879307347253,0.4914683643628909,0.9935409255431776,149
DME_conditioned_mean_severity,MEFV,-0.2759825612169647,0.2531633975379509,-0.8058596419596176,0.25389451952568826,-1.090136109330706,0.28928634972002154,19.0,26,0.25677536792060385,0.6158015379136037,0.9935409255431776,150
DME_conditioned_mean_severity,IFITM1,-0.2764789033069594,0.3392301564668897,-0.9864957807728383,0.43353797415891954,-0.8150186474767166,0.42516049180362425,19.0,26,0.62484265324865,0.3580564173200529,0.9935409255431776,151
DME_conditioned_mean_severity,C5AR1,-0.3059281994550567,0.21532154630479997,-0.7566013753033857,0.14474497639327222,-1.4207969648425145,0.17158002552733354,19.0,26,0.6207693792345357,0.0845397257944141,0.9935409255431776,152
DME_conditioned_mean_severity,NFKB1,-0.317041503934535,0.2270445117097715,-0.7922511283644653,0.15816812049539525,-1.396384794977144,0.17869990205509506,19.0,26,1.4485625721053272,0.02159658772491022,0.9935409255431776,153
DME_conditioned_mean_severity,IRF7,-0.3225702022719723,0.2584591679903073,-0.8635314579580317,0.21839105341408704,-1.248050919532749,0.22717456804122235,19.0,26,0.3804629560717787,0.4313160562476279,0.9935409255431776,154
DME_conditioned_mean_severity,KCNJ2,-0.3311282690271342,0.20595971085962583,-0.7622068980953018,0.09995036004103341,-1.6077332194975669,0.12438452672124822,19.0,26,0.4672322769186499,0.21935452666999095,0.9935409255431776,155
DME_conditioned_mean_severity,GNA15,-0.3714813236517181,0.26629498133475954,-0.9288431251535691,0.185880477850133,-1.394999341668887,0.1791109946231996,19.0,26,1.4714666459128845,0.029267167356479943,0.9935409255431776,156
DME_conditioned_mean_severity,LPAR1,-0.4020688328718574,0.27528919609183666,-0.9782557422107847,0.17411807646706995,-1.4605325547818702,0.16048333071199286,19.0,26,0.916790101528429,0.08697367389449924,0.9935409255431776,157
DME_conditioned_mean_severity,PTGER4,-0.5407363401548996,0.2533499146829064,-1.0710038057685038,-0.010468874541295303,-2.134345854553324,0.046061518167684314,19.0,26,1.404144701128969,0.0011222949611898229,0.9935409255431776,158
total_worst_eye_severity,P2RX4,0.6871996458638956,0.18152426058784404,0.3085466734856944,1.0658526182420966,3.785717918026405,0.001160557089220561,20.0,26,,,0.18336802009684866,1
total_worst_eye_severity,TLR2,0.6296451750377717,0.23102146189757708,0.1477428499855088,1.1115475000900346,2.7254834674924,0.013029668173679962,20.0,26,,,0.30625534806539134,2
total_worst_eye_severity,CD82,0.5632525575503008,0.2080721231643049,0.12922171423456563,0.997283400866036,2.707006344648708,0.01356827491428949,20.0,26,,,0.30625534806539134,3
total_worst_eye_severity,NLRP3,0.531904283115906,0.16433652714114505,0.1891042944488674,0.8747042717829445,3.2366771549155655,0.004134792409351102,20.0,26,,,0.2166388065874107,4
total_worst_eye_severity,OPRK1,0.525185959855095,0.18074014129522895,0.14816863165958488,0.902203288050605,2.9057516282297966,0.008741043503685562,20.0,26,,,0.2762169747164638,5
total_worst_eye_severity,FPR1,0.5188852872363019,0.16669927407936055,0.17115669482100648,0.8666138796515973,3.1127027403207292,0.005484526749048372,20.0,26,,,0.2166388065874107,6
total_worst_eye_severity,IFNGR2,0.5152818192474701,0.3216017929765022,-0.15556776547666828,1.1861314039716084,1.6022355300895945,0.12478051860120369,20.0,26,,,0.9493898021538104,7
total_worst_eye_severity,IL10RA,0.5114480325818421,0.15851741944465936,0.180786489865376,0.8421095752983083,3.2264468748836515,0.0042326530269445346,20.0,26,,,0.2166388065874107,8
total_worst_eye_severity,AXL,0.5037638021568625,0.2517276287249078,-0.021330830030200754,1.0288584343439258,2.0012257085509835,0.059123292084321856,20.0,26,,,0.718575396101758,9
total_worst_eye_severity,CSF3R,0.48987421747383086,0.21324666941839793,0.04504945981587133,0.9346989751317905,2.2972186098376026,0.0325343980648918,20.0,26,,,0.5575046784454973,10
total_worst_eye_severity,PIK3R5,0.4891945732889499,0.22917344088348165,0.011147152521869153,0.9672419940560306,2.1346041295320535,0.04535589101097119,20.0,26,,,0.6514755254303135,11
total_worst_eye_severity,P2RY2,0.4763554589027295,0.23219198352368348,-0.007988531475825567,0.9606994492812846,2.051558592478889,0.05353945605245227,20.0,26,,,0.7049361713572883,12
total_worst_eye_severity,CD14,0.45911659234861657,0.20333656750050763,0.034963945050055234,0.883269239647178,2.257914540371448,0.035285106230727684,20.0,26,,,0.5575046784454973,13
total_worst_eye_severity,SLC31A1,0.44660764419105,0.31002746832960637,-0.20009832239287567,1.0933136107749757,1.4405421771087654,0.16518652821043275,20.0,26,,,0.9493898021538104,14
total_worst_eye_severity,SLC4A4,0.4456655834532415,0.19099234899267467,0.047262524747082146,0.8440686421594008,2.333421133379194,0.030176911733220502,20.0,26,,,0.5575046784454973,15
total_worst_eye_severity,TNFSF10,0.43314579749577453,0.26549949427271796,-0.12067644282468037,0.9869680378162294,1.6314373731004257,0.11844521019472709,20.0,26,,,0.9493898021538104,16
total_worst_eye_severity,TLR1,0.4322482819931648,0.2677413949218472,-0.12625048113377524,0.9907470451201048,1.6144245536605821,0.1221023234994754,20.0,26,,,0.9493898021538104,17
total_worst_eye_severity,CD40,0.4237841563979289,0.2918815163912862,-0.1850700177268182,1.0326383305226758,1.4519047373654816,0.16203566251092422,20.0,26,,,0.9493898021538104,18
total_worst_eye_severity,HPN,0.4177053951667463,0.23127833419601784,-0.06473275611067925,0.9001435464441718,1.806072309448251,0.08598055804435391,20.0,26,,,0.9056618780671944,19
total_worst_eye_severity,C3AR1,0.4173391999214797,0.2806862789247838,-0.1681621180646824,1.0028405179076418,1.486852871897294,0.15264952995617692,20.0,26,,,0.9493898021538104,20
total_worst_eye_severity,OLR1,0.4088261469384921,0.22117547830078457,-0.05253781622848264,0.8701901101054669,1.8484243826637716,0.07938215974164244,20.0,26,,,0.8958843742271075,21
total_worst_eye_severity,NOD2,0.40784479199749435,0.24984489985027927,-0.1133225365759819,0.9290121205709706,1.6323919049053923,0.11824278848977639,20.0,26,,,0.9493898021538104,22
total_worst_eye_severity,ITGB8,0.4009830617467607,0.24075040374948412,-0.10121348038915512,0.9031796038826765,1.6655550956583596,0.1113893642620538,20.0,26,,,0.9493898021538104,23
total_worst_eye_severity,PLAUR,0.36611639306858523,0.27831672964403414,-0.214442131731438,0.9466749178686085,1.315466711386148,0.20323497436947577,20.0,26,,,0.9493898021538104,24
total_worst_eye_severity,SLC31A2,0.34750211172984913,0.2714961892559222,-0.21882901512997233,0.9138332385896706,1.2799520784517566,0.21521007484300425,20.0,26,,,0.9493898021538104,25
total_worst_eye_severity,CMKLR1,0.33707901205198687,0.25239583751111994,-0.1894094792382568,0.8635675033422305,1.3355173182566293,0.19670836872132652,20.0,26,,,0.9493898021538104,26
total_worst_eye_severity,RGS1,0.3241141995357435,0.27640048393632793,-0.25244710676202453,0.9006755058335115,1.1726252968877109,0.2547243549293109,20.0,26,,,0.9493898021538104,27
total_worst_eye_severity,BEST1,0.323200098173638,0.29798238635657043,-0.29838026769521403,0.9447804640424899,1.0846281960669033,0.29098839357563067,20.0,26,,,0.9493898021538104,28
total_worst_eye_severity,DCBLD2,0.3135058867378482,0.21482004564416746,-0.1346008762158637,0.7616126496915601,1.4593884187937753,0.15998720674405628,20.0,26,,,0.9493898021538104,29
total_worst_eye_severity,ACVR1B,0.30796966337647275,0.2736372906402196,-0.2628277227078833,0.8787670494608288,1.125466717843635,0.27371653885173697,20.0,26,,,0.9493898021538104,30
total_worst_eye_severity,MSR1,0.3069981966445689,0.252587861916689,-0.21989085053667484,0.8338872438258127,1.2154115178576,0.2383623583281857,20.0,26,,,0.9493898021538104,31
total_worst_eye_severity,APLNR,0.3056943848829965,0.3154793008182157,-0.3523839049927845,0.9637726747587775,0.9689839684890851,0.3441262374908397,20.0,26,,,0.9706478537793354,32
total_worst_eye_severity,GPC3,0.3040046675488452,0.27985800690278223,-0.2797689052750287,0.887778240372719,1.0862818288220393,0.290274012428847,20.0,26,,,0.9493898021538104,33
total_worst_eye_severity,PTGER2,0.2949906705675345,0.22827621610417617,-0.18118517210593388,0.7711665132410028,1.2922531992247168,0.21100172091950717,20.0,26,,,0.9493898021538104,34
total_worst_eye_severity,HIF1A,0.286038343065914,0.2656620115083183,-0.268122902267554,0.840199588399382,1.076700208064779,0.2944310145920045,20.0,26,,,0.9493898021538104,35
total_worst_eye_severity,MET,0.2729072743665908,0.25299470016239084,-0.2548304225241367,0.8006449712573183,1.0787074756562829,0.29355661912193337,20.0,26,,,0.9493898021538104,36
total_worst_eye_severity,RIPK2,0.27263676899201866,0.21543987026169212,-0.17676292545756517,0.7220364634416025,1.2654889211586053,0.22024100301574204,20.0,26,,,0.9493898021538104,37
total_worst_eye_severity,CDKN1A,0.27159606554201815,0.22560240972456874,-0.19900231475852292,0.7421944458425592,1.2038704102212459,0.24269525984748447,20.0,26,,,0.9493898021538104,38
total_worst_eye_severity,SELL,0.27063318538613845,0.19195945281601542,-0.12978721654522074,0.6710535873174976,1.4098455763234974,0.17394727481164,20.0,26,,,0.9493898021538104,39
total_worst_eye_severity,GPR183,0.26823401301776023,0.2732258095053971,-0.3017050384601166,0.8381730644956371,0.9817301429294941,0.3379604481751739,20.0,26,,,0.9706478537793354,40
total_worst_eye_severity,TIMP1,0.2631026714222826,0.30911578033407,-0.38170154732764305,0.9079068901722083,0.8511460370542722,0.4047642132995266,20.0,26,,,0.9706478537793354,41
total_worst_eye_severity,CYBB,0.2593142090641484,0.20182402508059036,-0.16168333003402646,0.6803117481623233,1.2848530246119194,0.21352566559339764,20.0,26,,,0.9493898021538104,42
total_worst_eye_severity,TNFRSF1B,0.24782481193029157,0.17622045029642006,-0.11976460604876679,0.6154142299093499,1.4063340067138972,0.17497286948353274,20.0,26,,,0.9493898021538104,43
total_worst_eye_severity,ABCA1,0.2409489125500581,0.2848496894413663,-0.3532371275896572,0.8351349526897734,0.8458809030917172,0.40762609057006327,20.0,26,,,0.9706478537793354,44
total_worst_eye_severity,MMP14,0.23317051557188107,0.2259589152195673,-0.2381715221599764,0.7045125533037385,1.0319155380317973,0.31442968217612943,20.0,26,,,0.9706478537793354,45
total_worst_eye_severity,STAB1,0.22055278495584288,0.18374391431170606,-0.16273030395592195,0.6038358738676077,1.2003270191669786,0.24403745442381075,20.0,26,,,0.9493898021538104,46
total_worst_eye_severity,CLEC5A,0.21473262341181742,0.2145297728567115,-0.23276864111752532,0.6622338879411602,1.0009455589888747,0.32881039803882883,20.0,26,,,0.9706478537793354,47
total_worst_eye_severity,NMI,0.20329203562210513,0.23639104091005964,-0.28981103497740224,0.6963951062216125,0.8599819808714841,0.39999055955283647,20.0,26,,,0.9706478537793354,48
total_worst_eye_severity,CX3CL1,0.20086734729181233,0.2517095081974518,-0.32418948613733256,0.7259241807209572,0.7980125531620494,0.43423683935548385,20.0,26,,,0.9706478537793354,49
total_worst_eye_severity,IL6,0.19833068703813,0.25757058076878364,-0.33895212953658543,0.7356135036128455,0.7700052018602536,0.450296783841003,20.0,26,,,0.9706478537793354,50
total_worst_eye_severity,IL4R,0.19801021343833888,0.20538123447872564,-0.2304075344386167,0.6264279613152944,0.9641105427226835,0.3465039980576923,20.0,26,,,0.9706478537793354,51
total_worst_eye_severity,EBI3,0.19555435176565902,0.26440289711373566,-0.35598042696478327,0.7470891304961014,0.7396074471965384,0.46813137339886857,20.0,26,,,0.9706478537793354,52
total_worst_eye_severity,GPR132,0.19203944992462166,0.356069620546271,-0.5507087632167161,0.9347876630659594,0.5393311836881807,0.5956121953401544,20.0,26,,,0.9706478537793354,53
total_worst_eye_severity,BST2,0.18776386054768712,0.2527784545562564,-0.33952275591301206,0.7150504770083863,0.7428000969358718,0.4662386265734738,20.0,26,,,0.9706478537793354,54
total_worst_eye_severity,SELE,0.18321370641492626,0.16809206387689218,-0.1674201946077449,0.5338476074375974,1.089960478735682,0.2886893680606343,20.0,26,,,0.9493898021538104,55
total_worst_eye_severity,IL15RA,0.18119423517590733,0.34841450890377584,-0.5455856948944464,0.907974165246261,0.5200536445683697,0.6087351876945646,20.0,26,,,0.9715167641994061,56
total_worst_eye_severity,GABBR1,0.18036898163981596,0.21338907248604086,-0.2647528236120253,0.6254907868916573,0.8452587545297806,0.40796511688799775,20.0,26,,,0.9706478537793354,57
total_worst_eye_severity,PSEN1,0.1785547753126654,0.2115325434255173,-0.2626943781801369,0.6198039288054678,0.8441007346727067,0.40859663601883156,20.0,26,,,0.9706478537793354,58
