model,gene_symbol,severity_beta,severity_se_hc3,severity_ci_low_t,severity_ci_high_t,severity_t,severity_pvalue_t,residual_df,n_donors,dme_beta,dme_pvalue_t,severity_padj_bh_158,rank_descending_beta
total_mean_severity,RELA,-0.1193131937864521,0.2568786121697203,-0.6551525891568657,0.4165262015839615,-0.4644730551083077,0.6473252951457947,20.0,26,,,0.9839806753369736,139
total_mean_severity,SLC7A1,-0.12452661983560191,0.20988411260879278,-0.5623372068993703,0.3132839672281664,-0.5933113196981687,0.5596233887344328,20.0,26,,,0.9823353820001004,140
total_mean_severity,VIP,-0.13215369574333255,0.2394469587154468,-0.6316312991827263,0.36732390769606127,-0.5519121915446039,0.5871233294586544,20.0,26,,,0.9823353820001004,141
total_mean_severity,ATP2B1,-0.13442391156873817,0.26075885062059034,-0.6783573425143421,0.4095095193768657,-0.5155104467166401,0.6118480037852723,20.0,26,,,0.9823353820001004,142
total_mean_severity,KIF1B,-0.14699895085002418,0.3080257061877129,-0.7895293147758395,0.4955314130757911,-0.47722949058167907,0.6383722665929294,20.0,26,,,0.9839806753369736,143
total_mean_severity,GNA15,-0.1494078318594436,0.26255903173686707,-0.697096374812059,0.39828071109317176,-0.5690447244228795,0.5756612380155484,20.0,26,,,0.9823353820001004,144
total_mean_severity,CXCR6,-0.16397502169304395,0.2736401393313906,-0.7347783500430551,0.4068283066569673,-0.5992359969326824,0.5557434506967447,20.0,26,,,0.9823353820001004,145
total_mean_severity,IFITM1,-0.18217775811070436,0.3291607346527951,-0.868795018871604,0.5044395026501953,-0.5534613911433539,0.5860822099319583,20.0,26,,,0.9823353820001004,146
total_mean_severity,NAMPT,-0.2064456351594688,0.2521760009351935,-0.7324755553879578,0.31958428506902026,-0.8186569475043863,0.4226299420699212,20.0,26,,,0.9823353820001004,147
total_mean_severity,LAMP3,-0.20784998250699085,0.3045139695903117,-0.8430549922542014,0.4273550272402198,-0.6825630455858198,0.5027129723168711,20.0,26,,,0.9823353820001004,148
total_mean_severity,C5AR1,-0.21224179206876415,0.2000994502748825,-0.6296419311601569,0.20515834702262853,-1.0606815349927317,0.3014763377721643,20.0,26,,,0.954330993468347,149
total_mean_severity,SLC7A2,-0.2204296814490886,0.3581555865519381,-0.967529143430487,0.5266697805323098,-0.6154578896038604,0.5451929189693637,20.0,26,,,0.9823353820001004,150
total_mean_severity,MEFV,-0.23723006708550726,0.23476095133463123,-0.7269328304149019,0.25247269624388735,-1.0105175743105441,0.3243174238879286,20.0,26,,,0.954330993468347,151
total_mean_severity,KCNJ2,-0.2606136545765921,0.20339225787922136,-0.6848824699695146,0.16365516081633047,-1.281335176146921,0.21473367660751122,20.0,26,,,0.954330993468347,152
