gene_symbol,model,term,beta,se_hc3,ci_low_t,ci_high_t,pvalue_t,residual_df
P2RX4,exploratory_DME_interaction,severity,0.6501356594990062,0.21579032119868632,0.19677701762201005,1.1034943013760024,0.007474162037103069,18
P2RX4,exploratory_DME_interaction,dme,0.8086845688019163,0.5666404645407918,-0.38178287204420924,1.999152009648042,0.17065270831963253,18
P2RX4,exploratory_DME_interaction,severity_by_dme,-0.3310319766228144,0.4387535986414772,-1.2528190822437302,0.5907551289981012,0.4603172153916445,18
