contrast,multiplicity_family,gene_symbol,case_group,control_group,n_case_donors,n_control_donors,mean_difference,cliff_delta,mannwhitney_pvalue,covariate_adjusted_case_beta,covariate_adjusted_case_pvalue_t,covariate_adjusted_residual_df,covariate_adjusted_estimable,mannwhitney_padj_within_contrast_158,mannwhitney_padj_global_790,adjusted_padj_within_contrast_158,adjusted_padj_global_estimable_contrasts
NPDR_vs_diabetes,primary_contrast_family,ABCA1,NPDR,Diabetic,9,10,-0.20118237137029826,-0.13333333333333333,0.6533789106936937,0.012313702893630374,0.9869858715007145,13.0,True,0.9470997054092074,0.9757454431909603,0.9869858715007145,0.9876659260514868
NPDR_vs_diabetes,primary_contrast_family,ABI1,NPDR,Diabetic,9,10,-0.1105278672057457,-0.3111111111111111,0.2703441406547801,-0.5940050433007232,0.27769307006014604,13.0,True,0.8717219229276583,0.7778142435182146,0.9822026970269762,0.8087528660632547
NPDR_vs_diabetes,primary_contrast_family,ACVR1B,NPDR,Diabetic,9,10,0.11238656540392622,0.4444444444444444,0.11134688653314041,0.8311906286277687,0.051346452831912595,13.0,True,0.6267866123519378,0.5873045784317557,0.8346936070422225,0.575090483691549
NPDR_vs_diabetes,primary_contrast_family,ACVR2A,NPDR,Diabetic,9,10,-0.06039192895197143,-0.28888888888888886,0.30743416592739536,-0.44440379919981654,0.5203279276939345,13.0,True,0.8892295540413785,0.837315289186947,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,ADM,NPDR,Diabetic,9,10,0.5439144264150322,0.26666666666666666,0.34774559891069756,0.5024362108051156,0.3798147392364861,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.8613980210435139
NPDR_vs_diabetes,primary_contrast_family,ADORA2B,NPDR,Diabetic,9,10,-0.07707407459556448,0.1111111111111111,0.7133031738784577,0.19784834499368406,0.6479474194588948,13.0,True,0.9632641151521053,0.9808110964180328,0.9822026970269762,0.929381772996572
NPDR_vs_diabetes,primary_contrast_family,ADRM1,NPDR,Diabetic,9,10,0.06050322740810454,0.044444444444444446,0.9025232501776794,0.12667841767118132,0.7921374791528802,13.0,True,0.9902685661671761,0.9947116595316041,0.9822026970269762,0.9431803136389127
NPDR_vs_diabetes,primary_contrast_family,AHR,NPDR,Diabetic,9,10,0.03225712380831869,0.0,1.0,0.19785713106291047,0.512344243444153,13.0,True,1.0,1.0,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,APLNR,NPDR,Diabetic,9,10,0.17131143885303934,0.2222222222222222,0.437942822899974,0.3367128220959634,0.6528653645374267,13.0,True,0.8892295540413785,0.8949813073524413,0.9822026970269762,0.929381772996572
NPDR_vs_diabetes,primary_contrast_family,AQP9,NPDR,Diabetic,9,10,0.044670136159061236,0.08888888888888889,0.7746663677213794,0.3276095996287229,0.4688412162512754,13.0,True,0.9642371420462442,0.9808110964180328,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,ATP2A2,NPDR,Diabetic,9,10,0.012735824338742319,0.022222222222222223,0.967435545139537,0.06354589418716167,0.9057618789608152,13.0,True,1.0,1.0,0.9822026970269762,0.9582700455460328
NPDR_vs_diabetes,primary_contrast_family,ATP2B1,NPDR,Diabetic,9,10,-0.10230330791234188,-0.4444444444444444,0.11134688653314041,-0.7810702979773516,0.19180748749892762,13.0,True,0.6267866123519378,0.5873045784317557,0.9822026970269762,0.8035631002085502
NPDR_vs_diabetes,primary_contrast_family,ATP2C1,NPDR,Diabetic,9,10,-0.056168543924399295,-0.3333333333333333,0.23644471557230384,-0.523078969634992,0.309182867122841,13.0,True,0.8121361969657392,0.7778142435182146,0.9822026970269762,0.8261972870713243
NPDR_vs_diabetes,primary_contrast_family,AXL,NPDR,Diabetic,9,10,0.10207468877123294,0.4444444444444444,0.11134688653314041,0.828322707437686,0.2799864454085507,13.0,True,0.6267866123519378,0.5873045784317557,0.9822026970269762,0.8087528660632547
NPDR_vs_diabetes,primary_contrast_family,BEST1,NPDR,Diabetic,9,10,0.17712626013485533,0.17777777777777778,0.5402913746074198,0.29055316351796845,0.710408917914048,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.9327806844633206
NPDR_vs_diabetes,primary_contrast_family,BST2,NPDR,Diabetic,9,10,-0.026893357812069696,-0.1111111111111111,0.7133031738784577,0.1003507982382791,0.8344820830586549,13.0,True,0.9632641151521053,0.9808110964180328,0.9822026970269762,0.94336419697225
NPDR_vs_diabetes,primary_contrast_family,BTG2,NPDR,Diabetic,9,10,-0.21042695192036476,-0.022222222222222223,0.967435545139537,-0.5147106030535965,0.27766470692912604,13.0,True,1.0,1.0,0.9822026970269762,0.8087528660632547
NPDR_vs_diabetes,primary_contrast_family,C3AR1,NPDR,Diabetic,9,10,0.21844854853265705,0.5333333333333333,0.055013832353979004,1.0967806736621084,0.04825694479768563,13.0,True,0.6267866123519378,0.49843014335379626,0.8346936070422225,0.575090483691549
NPDR_vs_diabetes,primary_contrast_family,C5AR1,NPDR,Diabetic,9,10,-0.38292431379757064,-0.3333333333333333,0.23644471557230384,-0.6018042426011618,0.21556305565491338,13.0,True,0.8121361969657392,0.7778142435182146,0.9822026970269762,0.8059138968264247
NPDR_vs_diabetes,primary_contrast_family,CALCRL,NPDR,Diabetic,9,10,0.03902505041754423,0.022222222222222223,0.967435545139537,0.0943476970318177,0.8840936790260912,13.0,True,1.0,1.0,0.9822026970269762,0.9525694717931628
NPDR_vs_diabetes,primary_contrast_family,CCL2,NPDR,Diabetic,9,10,-0.15367821576171725,-0.2,0.48766835345893045,-0.0932493099523781,0.874993623026335,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.9500331264925448
NPDR_vs_diabetes,primary_contrast_family,CD14,NPDR,Diabetic,9,10,0.49422310368051336,0.6666666666666666,0.016010990810517156,1.0678582295666539,0.03634901702409808,13.0,True,0.6267866123519378,0.33169728821902733,0.8346936070422225,0.5747222412273454
NPDR_vs_diabetes,primary_contrast_family,CD40,NPDR,Diabetic,9,10,0.3019097212990307,0.5111111111111111,0.06619257972219345,0.8509381812967528,0.20567312643393115,13.0,True,0.6267866123519378,0.5229213798053282,0.9822026970269762,0.8055302729177461
NPDR_vs_diabetes,primary_contrast_family,CD55,NPDR,Diabetic,9,10,0.1164225411245079,0.022222222222222223,0.967435545139537,0.09327018238793772,0.8023014272421651,13.0,True,1.0,1.0,0.9822026970269762,0.9431803136389127
NPDR_vs_diabetes,primary_contrast_family,CD82,NPDR,Diabetic,9,10,0.26513325107919794,0.4666666666666667,0.09416637543787972,1.0385715926315602,0.018606731025168195,13.0,True,0.6267866123519378,0.5743633632718074,0.8346936070422225,0.48514807479728694
NPDR_vs_diabetes,primary_contrast_family,CDKN1A,NPDR,Diabetic,9,10,0.1118559198791429,0.15555555555555556,0.5956108994757296,0.407710592173687,0.35535811411355356,13.0,True,0.8962525915920504,0.911976911976912,0.9822026970269762,0.8507057883324464
NPDR_vs_diabetes,primary_contrast_family,CHST2,NPDR,Diabetic,9,10,-0.15479793003724573,-0.28888888888888886,0.30743416592739536,-0.22146938917532066,0.7365971647032616,13.0,True,0.8892295540413785,0.837315289186947,0.9822026970269762,0.9431803136389127
NPDR_vs_diabetes,primary_contrast_family,CLEC5A,NPDR,Diabetic,9,10,0.2019910160023275,0.3111111111111111,0.2703441406547801,0.3862762702597184,0.3711362639464605,13.0,True,0.8717219229276583,0.7778142435182146,0.9822026970269762,0.85397373354671
NPDR_vs_diabetes,primary_contrast_family,CMKLR1,NPDR,Diabetic,9,10,0.08837617799375641,0.24444444444444444,0.3912672792826394,0.37363595688058465,0.5273342451723317,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,CSF1,NPDR,Diabetic,9,10,0.043654318469993125,0.0,1.0,0.319613608677501,0.5613557808632013,13.0,True,1.0,1.0,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,CSF3R,NPDR,Diabetic,9,10,0.2270503325400024,0.4222222222222222,0.1309111278962908,1.0988736385348152,0.06089079458397873,13.0,True,0.6267866123519378,0.5873045784317557,0.8346936070422225,0.6009793970704003
NPDR_vs_diabetes,primary_contrast_family,CX3CL1,NPDR,Diabetic,9,10,0.13299849006330078,0.24444444444444444,0.3912672792826394,0.5815386893884514,0.33466700860244714,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.8461899590435906
NPDR_vs_diabetes,primary_contrast_family,CXCL8,NPDR,Diabetic,9,10,-0.008206606135437777,-0.08888888888888889,0.773106341852418,-0.2501630311159519,0.772695260174775,13.0,True,0.9642371420462442,0.9808110964180328,0.9822026970269762,0.9431803136389127
NPDR_vs_diabetes,primary_contrast_family,CXCR6,NPDR,Diabetic,9,10,0.014140871663451349,-0.022222222222222223,0.967435545139537,-0.37318672175006773,0.542162806827795,13.0,True,1.0,1.0,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,CYBB,NPDR,Diabetic,9,10,0.15575300798828495,0.2222222222222222,0.437942822899974,0.4851009367802317,0.43514935496905605,13.0,True,0.8892295540413785,0.8949813073524413,0.9822026970269762,0.9007021583202296
NPDR_vs_diabetes,primary_contrast_family,DCBLD2,NPDR,Diabetic,9,10,-0.03035131452852191,-0.15555555555555556,0.5956108994757296,0.10381133643451596,0.9048219420756731,13.0,True,0.8962525915920504,0.911976911976912,0.9822026970269762,0.9582700455460328
NPDR_vs_diabetes,primary_contrast_family,EBI3,NPDR,Diabetic,9,10,0.008126009966638148,0.15555555555555556,0.5956108994757296,0.1312953321106116,0.8544793393452756,13.0,True,0.8962525915920504,0.911976911976912,0.9822026970269762,0.9441100392765982
NPDR_vs_diabetes,primary_contrast_family,EDN1,NPDR,Diabetic,9,10,-0.12255633408089572,-0.2,0.48766835345893045,-0.5786004496502872,0.3596234021526322,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.8511687092718431
NPDR_vs_diabetes,primary_contrast_family,EIF2AK2,NPDR,Diabetic,9,10,-0.03951500234065186,-0.15555555555555556,0.5956108994757296,-0.04982141763066955,0.9023036497570649,13.0,True,0.8962525915920504,0.911976911976912,0.9822026970269762,0.9582700455460328
NPDR_vs_diabetes,primary_contrast_family,EMP3,NPDR,Diabetic,9,10,-0.03999004578286525,-0.08888888888888889,0.7750513736700824,0.02263484254632525,0.9699226430917629,13.0,True,0.9642371420462442,0.9808110964180328,0.9869858715007145,0.9820440031364838
NPDR_vs_diabetes,primary_contrast_family,F3,NPDR,Diabetic,9,10,-0.06600200578378868,-0.022222222222222223,0.967435545139537,0.15970883495156857,0.751508443787988,13.0,True,1.0,1.0,0.9822026970269762,0.9431803136389127
NPDR_vs_diabetes,primary_contrast_family,FPR1,NPDR,Diabetic,9,10,0.44360048299755195,0.7555555555555555,0.0062330349697337795,1.166251372080822,0.08456130591024723,13.0,True,0.49240976260896857,0.3063994828700711,0.9134543993006345,0.6309365704202091
NPDR_vs_diabetes,primary_contrast_family,FZD5,NPDR,Diabetic,9,10,-0.16834078343049264,-0.35555555555555557,0.20566717961735548,-0.13294973484260778,0.8349482964552781,13.0,True,0.7557073111521434,0.7153665048401892,0.9822026970269762,0.94336419697225
NPDR_vs_diabetes,primary_contrast_family,GABBR1,NPDR,Diabetic,9,10,0.1727147252430683,0.17777777777777778,0.5402913746074198,0.4017081761856568,0.23353865211090152,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.8087528660632547
NPDR_vs_diabetes,primary_contrast_family,GCH1,NPDR,Diabetic,9,10,-0.10192144121228153,-0.28888888888888886,0.30743416592739536,-0.19067597905604547,0.8232195241725222,13.0,True,0.8892295540413785,0.837315289186947,0.9822026970269762,0.94336419697225
NPDR_vs_diabetes,primary_contrast_family,GNA15,NPDR,Diabetic,9,10,-0.1334050824667838,-0.4,0.15304188415882009,-0.788556924742627,0.11453498927076218,13.0,True,0.6363320446603572,0.6570820026384123,0.9798513813654703,0.6960203194146317
NPDR_vs_diabetes,primary_contrast_family,GNAI3,NPDR,Diabetic,9,10,-0.017307346523430134,-0.06666666666666667,0.8382564863858263,0.057060865310295014,0.9226792315175352,13.0,True,0.9883919764847803,0.9808110964180328,0.9822026970269762,0.9632590102495505
NPDR_vs_diabetes,primary_contrast_family,GPC3,NPDR,Diabetic,9,10,0.17618975849632346,0.06666666666666667,0.8382564863858263,0.03588321573143388,0.9501663894914822,13.0,True,0.9883919764847803,0.9808110964180328,0.9869858715007145,0.9769606694554502
NPDR_vs_diabetes,primary_contrast_family,GPR132,NPDR,Diabetic,9,10,0.04469854558623959,0.08888888888888889,0.7750513736700824,0.41731987856104613,0.5123359597723749,13.0,True,0.9642371420462442,0.9808110964180328,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,GPR183,NPDR,Diabetic,9,10,0.19057137899873322,0.28888888888888886,0.30743416592739536,0.45563578686220785,0.4668136369284851,13.0,True,0.8892295540413785,0.837315289186947,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,HBEGF,NPDR,Diabetic,9,10,-0.07567711352374751,-0.044444444444444446,0.9025232501776794,0.2269353448981959,0.6386049660354626,13.0,True,0.9902685661671761,0.9947116595316041,0.9822026970269762,0.929381772996572
NPDR_vs_diabetes,primary_contrast_family,HIF1A,NPDR,Diabetic,9,10,0.07107644484027187,0.24444444444444444,0.3912672792826394,0.35422323510622783,0.5759363870370433,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.9160867364280487
NPDR_vs_diabetes,primary_contrast_family,HPN,NPDR,Diabetic,9,10,0.3116433169938557,0.4444444444444444,0.11134688653314041,0.7372073943287666,0.28351062324712806,13.0,True,0.6267866123519378,0.5873045784317557,0.9822026970269762,0.8087528660632547
NPDR_vs_diabetes,primary_contrast_family,HRH1,NPDR,Diabetic,9,10,-0.014431536705744819,-0.022222222222222223,0.967435545139537,-0.11644887182965447,0.8469643203302193,13.0,True,1.0,1.0,0.9822026970269762,0.94336419697225
NPDR_vs_diabetes,primary_contrast_family,ICAM1,NPDR,Diabetic,9,10,0.6859705272721812,0.4222222222222222,0.1309111278962908,0.7481793246598665,0.18670308445982006,13.0,True,0.6267866123519378,0.5873045784317557,0.9822026970269762,0.7972726309365289
NPDR_vs_diabetes,primary_contrast_family,ICOSLG,NPDR,Diabetic,9,10,-0.07154479647152884,-0.15555555555555556,0.5862633493567264,-0.3381637346566003,0.6321086277573171,13.0,True,0.8962525915920504,0.911976911976912,0.9822026970269762,0.929381772996572
NPDR_vs_diabetes,primary_contrast_family,IFITM1,NPDR,Diabetic,9,10,0.11508119656468074,0.17777777777777778,0.5402913746074198,0.16073563884275177,0.8006666179772587,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.9431803136389127
NPDR_vs_diabetes,primary_contrast_family,IFNAR1,NPDR,Diabetic,9,10,0.0027422527475247094,0.0,1.0,-0.08858945901341109,0.8528687227881954,13.0,True,1.0,1.0,0.9822026970269762,0.9441100392765982
NPDR_vs_diabetes,primary_contrast_family,IFNGR2,NPDR,Diabetic,9,10,0.18029001167220837,0.5777777777777777,0.037336415920662856,0.7572420015598433,0.0867318101294288,13.0,True,0.6267866123519378,0.4213681225331951,0.9134543993006345,0.6309365704202091
NPDR_vs_diabetes,primary_contrast_family,IL10RA,NPDR,Diabetic,9,10,0.4131569070926333,0.5333333333333333,0.055013832353979004,0.8980698123569046,0.0713809400049431,13.0,True,0.6267866123519378,0.49843014335379626,0.8675529631370009,0.6041886707561256
NPDR_vs_diabetes,primary_contrast_family,IL15,NPDR,Diabetic,9,10,-0.18317307851602926,-0.4222222222222222,0.1309111278962908,-0.620859794001482,0.1959866629115034,13.0,True,0.6267866123519378,0.5873045784317557,0.9822026970269762,0.8035631002085502
NPDR_vs_diabetes,primary_contrast_family,IL15RA,NPDR,Diabetic,9,10,0.08270592628805473,0.2222222222222222,0.437942822899974,0.7165951815398536,0.4042251990221273,13.0,True,0.8892295540413785,0.8949813073524413,0.9822026970269762,0.8829619554676881
NPDR_vs_diabetes,primary_contrast_family,IL18,NPDR,Diabetic,9,10,-0.36897238464188753,-0.4222222222222222,0.1309111278962908,-0.5295198165509871,0.4321363497770935,13.0,True,0.6267866123519378,0.5873045784317557,0.9822026970269762,0.898388727168168
NPDR_vs_diabetes,primary_contrast_family,IL18R1,NPDR,Diabetic,9,10,0.10958820815565062,0.24444444444444444,0.3912672792826394,0.29585025329719256,0.5997597599127228,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.9242889330177156
NPDR_vs_diabetes,primary_contrast_family,IL1B,NPDR,Diabetic,9,10,0.11404255643182312,0.4888888888888889,0.07904776203659057,1.0975279700863128,0.046417323304660814,13.0,True,0.6267866123519378,0.548699001444743,0.8346936070422225,0.575090483691549
NPDR_vs_diabetes,primary_contrast_family,IL1R1,NPDR,Diabetic,9,10,-0.17630671352572014,0.044444444444444446,0.9025232501776794,-0.008750156866278015,0.9820443887029771,13.0,True,0.9902685661671761,0.9947116595316041,0.9869858715007145,0.9876659260514868
NPDR_vs_diabetes,primary_contrast_family,IL4R,NPDR,Diabetic,9,10,0.3374896635819675,0.4222222222222222,0.1309111278962908,0.7139510436652182,0.12796576470801205,13.0,True,0.6267866123519378,0.5873045784317557,0.9822026970269762,0.6971451923386685
NPDR_vs_diabetes,primary_contrast_family,IL6,NPDR,Diabetic,9,10,0.11634758409182205,0.23333333333333334,0.4121582814728608,0.6666294713083023,0.3025497419854449,13.0,True,0.8892295540413785,0.8862397880424446,0.9822026970269762,0.8261972870713243
NPDR_vs_diabetes,primary_contrast_family,INHBA,NPDR,Diabetic,9,10,-0.2808633172305537,-0.24444444444444444,0.3912672792826394,-0.04003052783357117,0.9386873876650215,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.9672561342461308
NPDR_vs_diabetes,primary_contrast_family,IRAK2,NPDR,Diabetic,9,10,-0.07076649186334194,-0.2222222222222222,0.437942822899974,-0.1426804348342205,0.8361018028556395,13.0,True,0.8892295540413785,0.8949813073524413,0.9822026970269762,0.94336419697225
NPDR_vs_diabetes,primary_contrast_family,IRF1,NPDR,Diabetic,9,10,0.10865742072976214,0.1111111111111111,0.7133031738784577,0.23051217616623487,0.7755838119325631,13.0,True,0.9632641151521053,0.9808110964180328,0.9822026970269762,0.9431803136389127
NPDR_vs_diabetes,primary_contrast_family,IRF7,NPDR,Diabetic,9,10,0.06191436723318278,0.08888888888888889,0.7750513736700824,-0.08610634217837074,0.8991640611251518,13.0,True,0.9642371420462442,0.9808110964180328,0.9822026970269762,0.9582700455460328
NPDR_vs_diabetes,primary_contrast_family,ITGA5,NPDR,Diabetic,9,10,0.27776333962071,0.35555555555555557,0.20566717961735548,0.775187501267993,0.2073305765737659,13.0,True,0.7557073111521434,0.7153665048401892,0.9822026970269762,0.8055302729177461
NPDR_vs_diabetes,primary_contrast_family,ITGB3,NPDR,Diabetic,9,10,0.06745242261111639,0.13333333333333333,0.6533789106936937,0.27227542048515774,0.6793843009230618,13.0,True,0.9470997054092074,0.9757454431909603,0.9822026970269762,0.929381772996572
NPDR_vs_diabetes,primary_contrast_family,ITGB8,NPDR,Diabetic,9,10,-0.05758128717013644,-0.17777777777777778,0.5402913746074198,0.1114433373210318,0.8610110201356037,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.9457071389140884
NPDR_vs_diabetes,primary_contrast_family,KCNA3,NPDR,Diabetic,9,10,-0.12913882629579465,-0.4,0.15304188415882009,-0.5406290770795005,0.2745470598275537,13.0,True,0.6363320446603572,0.6570820026384123,0.9822026970269762,0.8087528660632547
NPDR_vs_diabetes,primary_contrast_family,KCNJ2,NPDR,Diabetic,9,10,-0.2084307214005099,-0.4222222222222222,0.1309111278962908,-0.9346259284342955,0.14272580534291088,13.0,True,0.6267866123519378,0.5873045784317557,0.9822026970269762,0.6971451923386685
NPDR_vs_diabetes,primary_contrast_family,KCNMB2,NPDR,Diabetic,9,10,0.022065970856267547,0.17777777777777778,0.5402913746074198,0.11124150633468444,0.8831245852028402,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.9525694717931628
NPDR_vs_diabetes,primary_contrast_family,KIF1B,NPDR,Diabetic,9,10,-0.028930333165721578,-0.24444444444444444,0.3912672792826394,-0.0675924034767787,0.9193803295838315,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.9632590102495505
NPDR_vs_diabetes,primary_contrast_family,KLF6,NPDR,Diabetic,9,10,0.05330868918712639,0.13333333333333333,0.6533789106936937,0.6992063192054131,0.3094721732805719,13.0,True,0.9470997054092074,0.9757454431909603,0.9822026970269762,0.8261972870713243
NPDR_vs_diabetes,primary_contrast_family,LAMP3,NPDR,Diabetic,9,10,-0.18579281706012285,-0.4,0.15304188415882009,-0.9193516761984801,0.2379836200097542,13.0,True,0.6363320446603572,0.6570820026384123,0.9822026970269762,0.8087528660632547
NPDR_vs_diabetes,primary_contrast_family,LCP2,NPDR,Diabetic,9,10,0.11395269479522963,0.17777777777777778,0.5402913746074198,0.4218394130858649,0.5006477785135386,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,LDLR,NPDR,Diabetic,9,10,0.23440788239412846,0.2,0.48766835345893045,0.39520041361724706,0.45789951141738894,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,LIF,NPDR,Diabetic,9,10,0.2915360821213535,0.24444444444444444,0.3912672792826394,0.3834970390012178,0.5669659063326695,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,LPAR1,NPDR,Diabetic,9,10,-0.3802952511267643,-0.5111111111111111,0.06619257972219345,-1.05156368852739,0.0932420284010423,13.0,True,0.6267866123519378,0.5229213798053282,0.9134543993006345,0.64433928787539
NPDR_vs_diabetes,primary_contrast_family,LY6E,NPDR,Diabetic,9,10,0.12715056826280735,0.08888888888888889,0.7750513736700824,0.2374956428989443,0.6195555600436906,13.0,True,0.9642371420462442,0.9808110964180328,0.9822026970269762,0.9264749674046581
NPDR_vs_diabetes,primary_contrast_family,LYN,NPDR,Diabetic,9,10,-0.10189213806036523,-0.06666666666666667,0.8382564863858263,-0.05997902970382013,0.8960000842826542,13.0,True,0.9883919764847803,0.9808110964180328,0.9822026970269762,0.9582700455460328
NPDR_vs_diabetes,primary_contrast_family,MEFV,NPDR,Diabetic,9,10,-0.09909345653737525,-0.24444444444444444,0.3912672792826394,-0.150374620103712,0.7310309026547139,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.9431803136389127
NPDR_vs_diabetes,primary_contrast_family,MET,NPDR,Diabetic,9,10,-0.07648956172499233,0.0,1.0,-0.053331929977844056,0.9346054817481921,13.0,True,1.0,1.0,0.9822026970269762,0.9651481445504205
NPDR_vs_diabetes,primary_contrast_family,MMP14,NPDR,Diabetic,9,10,0.03254194709664571,0.13333333333333333,0.6533789106936937,0.3368257761519006,0.5461922816807048,13.0,True,0.9470997054092074,0.9757454431909603,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,MSR1,NPDR,Diabetic,9,10,0.06814304750513189,0.044444444444444446,0.9025232501776794,0.5093891591460236,0.5132901658179518,13.0,True,0.9902685661671761,0.9947116595316041,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,MXD1,NPDR,Diabetic,9,10,-0.12441912239438935,-0.26666666666666666,0.34774559891069756,-0.2523779778415731,0.5606794193649162,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,MYC,NPDR,Diabetic,9,10,0.03275209622386033,-0.15555555555555556,0.5956108994757296,-0.06018565984860172,0.8758744225258271,13.0,True,0.8962525915920504,0.911976911976912,0.9822026970269762,0.9500331264925448
NPDR_vs_diabetes,primary_contrast_family,NAMPT,NPDR,Diabetic,9,10,-0.007899117213859164,0.17777777777777778,0.5402913746074198,0.03799831605675821,0.9337885230860601,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.9651481445504205
NPDR_vs_diabetes,primary_contrast_family,NDP,NPDR,Diabetic,9,10,-0.2763593939405875,-0.3111111111111111,0.2703441406547801,-0.1441309961810681,0.7041446884223597,13.0,True,0.8717219229276583,0.7778142435182146,0.9822026970269762,0.9323033025480405
NPDR_vs_diabetes,primary_contrast_family,NFKB1,NPDR,Diabetic,9,10,-0.17791839249224406,-0.5555555555555556,0.04545529484905847,-0.9276415615192171,0.05917853057535905,13.0,True,0.6267866123519378,0.4488710366344524,0.8346936070422225,0.5968217764408551
NPDR_vs_diabetes,primary_contrast_family,NFKBIA,NPDR,Diabetic,9,10,-0.03745591897111922,-0.06666666666666667,0.8382564863858263,-0.3521526397279282,0.7016509717750379,13.0,True,0.9883919764847803,0.9808110964180328,0.9822026970269762,0.9323033025480405
NPDR_vs_diabetes,primary_contrast_family,NLRP3,NPDR,Diabetic,9,10,0.28451997493737435,0.7111111111111111,0.010112333921333462,1.0667992067251906,0.0982830682791822,13.0,True,0.5325829198568957,0.3063994828700711,0.9134543993006345,0.64433928787539
NPDR_vs_diabetes,primary_contrast_family,NMI,NPDR,Diabetic,9,10,0.05929933730295911,0.17777777777777778,0.5402913746074198,0.521664708313013,0.48229911424083194,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,NMUR1,NPDR,Diabetic,9,10,0.12680806436785463,0.24444444444444444,0.3912672792826394,0.05432366959527232,0.9337468878686935,13.0,True,0.8892295540413785,0.8515183213038158,0.9822026970269762,0.9651481445504205
NPDR_vs_diabetes,primary_contrast_family,NOD2,NPDR,Diabetic,9,10,0.1755415957919938,0.4222222222222222,0.1309111278962908,0.5204440421171725,0.48860160937634955,13.0,True,0.6267866123519378,0.5873045784317557,0.9822026970269762,0.9070101787504123
NPDR_vs_diabetes,primary_contrast_family,NPFFR2,NPDR,Diabetic,9,10,0.340405203701243,0.6,0.030486156935263353,1.1045607312713186,0.06339445116776374,13.0,True,0.6267866123519378,0.3594636414754933,0.8346936070422225,0.6009793970704003
NPDR_vs_diabetes,primary_contrast_family,OLR1,NPDR,Diabetic,9,10,0.3600495878949015,0.37777777777777777,0.17790959498698244,0.5236995885515294,0.4370886897654126,13.0,True,0.6856028294620299,0.7006651884700665,0.9822026970269762,0.9007827780382851
NPDR_vs_diabetes,primary_contrast_family,OPRK1,NPDR,Diabetic,9,10,0.17920916124147523,0.08888888888888889,0.7750513736700824,0.6515973818481995,0.3074140045247503,13.0,True,0.9642371420462442,0.9808110964180328,0.9822026970269762,0.8261972870713243
NPDR_vs_diabetes,primary_contrast_family,OSM,NPDR,Diabetic,9,10,0.11037144069966615,0.5111111111111111,0.06619257972219345,0.8870170507386749,0.16885285675673023,13.0,True,0.6267866123519378,0.5229213798053282,0.9822026970269762,0.7578822969266453
NPDR_vs_diabetes,primary_contrast_family,OSMR,NPDR,Diabetic,9,10,0.24815660603033818,0.2,0.48766835345893045,0.6119438149937306,0.23918624413247663,13.0,True,0.8892295540413785,0.911976911976912,0.9822026970269762,0.8087528660632547
NPDR_vs_diabetes,primary_contrast_family,P2RX4,NPDR,Diabetic,9,10,0.2422542708036941,0.6,0.030486156935263353,1.0635564163505267,0.02599990275503097,13.0,True,0.6267866123519378,0.3594636414754933,0.8346936070422225,0.5545271173268328
