contrast,multiplicity_family,gene_symbol,case_group,control_group,n_case_donors,n_control_donors,mean_difference,cliff_delta,mannwhitney_pvalue,covariate_adjusted_case_beta,covariate_adjusted_case_pvalue_t,covariate_adjusted_residual_df,covariate_adjusted_estimable,mannwhitney_padj_within_contrast_158,mannwhitney_padj_global_790,adjusted_padj_within_contrast_158,adjusted_padj_global_estimable_contrasts
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,NFKBIA,PDR + DME,NPDR + DME,2,5,-0.07308871532334393,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,NLRP3,PDR + DME,NPDR + DME,2,5,0.2509514436411231,0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,NMI,PDR + DME,NPDR + DME,2,5,0.03916924263671284,0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,NMUR1,PDR + DME,NPDR + DME,2,5,0.3919561607891042,0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,NOD2,PDR + DME,NPDR + DME,2,5,0.521927192302407,1.0,0.09523809523809523,,,,False,0.974306269270298,0.5743633632718074,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,NPFFR2,PDR + DME,NPDR + DME,2,5,-0.16291494478314678,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,OLR1,PDR + DME,NPDR + DME,2,5,-0.009283498787270084,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,OPRK1,PDR + DME,NPDR + DME,2,5,0.16584530109484885,0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,OSM,PDR + DME,NPDR + DME,2,5,-0.14232214424463052,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,OSMR,PDR + DME,NPDR + DME,2,5,0.4084948696598216,0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,P2RX4,PDR + DME,NPDR + DME,2,5,-0.0046263019257275495,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,P2RX7,PDR + DME,NPDR + DME,2,5,0.08006323395697468,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,P2RY2,PDR + DME,NPDR + DME,2,5,0.06321944045608197,0.0,1.0,,,,False,1.0,1.0,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PCDH7,PDR + DME,NPDR + DME,2,5,0.15584901257536554,0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PDE4B,PDR + DME,NPDR + DME,2,5,0.25714448016791813,0.6,0.38095238095238093,,,,False,0.974306269270298,0.8515183213038158,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PDPN,PDR + DME,NPDR + DME,2,5,-0.18896960261560114,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PIK3R5,PDR + DME,NPDR + DME,2,5,0.10869853333161039,0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PLAUR,PDR + DME,NPDR + DME,2,5,0.2686791435457898,0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PSEN1,PDR + DME,NPDR + DME,2,5,0.024502067333656896,0.0,1.0,,,,False,1.0,1.0,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PTAFR,PDR + DME,NPDR + DME,2,5,0.2098597525929069,0.6,0.38095238095238093,,,,False,0.974306269270298,0.8515183213038158,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PTGER2,PDR + DME,NPDR + DME,2,5,0.029091278704634904,0.0,1.0,,,,False,1.0,1.0,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PTGER4,PDR + DME,NPDR + DME,2,5,-0.2175813681175499,-0.8,0.19047619047619047,,,,False,0.974306269270298,0.7034758410469986,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PTPRE,PDR + DME,NPDR + DME,2,5,0.40553884789131,0.6,0.38095238095238093,,,,False,0.974306269270298,0.8515183213038158,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,PVR,PDR + DME,NPDR + DME,2,5,-0.06591142040378095,-0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,RAF1,PDR + DME,NPDR + DME,2,5,0.03673429970369835,0.0,1.0,,,,False,1.0,1.0,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,RASGRP1,PDR + DME,NPDR + DME,2,5,0.217655413727611,0.6,0.38095238095238093,,,,False,0.974306269270298,0.8515183213038158,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,RELA,PDR + DME,NPDR + DME,2,5,-0.1223247974540671,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,RGS1,PDR + DME,NPDR + DME,2,5,0.37725383645789634,0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,RGS16,PDR + DME,NPDR + DME,2,5,0.24452334318727598,0.6,0.38095238095238093,,,,False,0.974306269270298,0.8515183213038158,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,RHOG,PDR + DME,NPDR + DME,2,5,-0.1429150275256621,-0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,RIPK2,PDR + DME,NPDR + DME,2,5,-0.02639015979537973,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,RNF144B,PDR + DME,NPDR + DME,2,5,0.5441569304823837,1.0,0.09523809523809523,,,,False,0.974306269270298,0.5743633632718074,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SCARF1,PDR + DME,NPDR + DME,2,5,0.5472760642711236,1.0,0.09523809523809523,,,,False,0.974306269270298,0.5743633632718074,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SCN1B,PDR + DME,NPDR + DME,2,5,-0.11080150531580557,-0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SELE,PDR + DME,NPDR + DME,2,5,-0.10122277464543442,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SELENOS,PDR + DME,NPDR + DME,2,5,-0.13829123281370004,-0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SELL,PDR + DME,NPDR + DME,2,5,0.2210244907384491,0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SEMA4D,PDR + DME,NPDR + DME,2,5,0.2860163172881647,1.0,0.09523809523809523,,,,False,0.974306269270298,0.5743633632718074,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SERPINE1,PDR + DME,NPDR + DME,2,5,-0.4023843383435195,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SGMS2,PDR + DME,NPDR + DME,2,5,-0.10717679167041716,-0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SLC11A2,PDR + DME,NPDR + DME,2,5,-0.03568897218899725,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SLC1A2,PDR + DME,NPDR + DME,2,5,0.06686140734769452,0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SLC31A1,PDR + DME,NPDR + DME,2,5,-0.12544267560470157,-1.0,0.09523809523809523,,,,False,0.974306269270298,0.5743633632718074,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SLC31A2,PDR + DME,NPDR + DME,2,5,-0.19005794036621948,-1.0,0.09523809523809523,,,,False,0.974306269270298,0.5743633632718074,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SLC4A4,PDR + DME,NPDR + DME,2,5,0.42738268962164927,0.6,0.38095238095238093,,,,False,0.974306269270298,0.8515183213038158,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SLC7A1,PDR + DME,NPDR + DME,2,5,-0.2935921397227572,-0.6,0.38095238095238093,,,,False,0.974306269270298,0.8515183213038158,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SLC7A2,PDR + DME,NPDR + DME,2,5,0.06500227647898882,0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SPHK1,PDR + DME,NPDR + DME,2,5,-0.06494218951826625,0.0,1.0,,,,False,1.0,1.0,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,SRI,PDR + DME,NPDR + DME,2,5,-0.16945580981790354,-0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,STAB1,PDR + DME,NPDR + DME,2,5,0.7190572185983677,0.6,0.38095238095238093,,,,False,0.974306269270298,0.8515183213038158,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TACR1,PDR + DME,NPDR + DME,2,5,-0.09891878212045135,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TACR3,PDR + DME,NPDR + DME,2,5,-0.1106834615915977,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TAPBP,PDR + DME,NPDR + DME,2,5,-0.1283713595330429,-0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TIMP1,PDR + DME,NPDR + DME,2,5,0.1417615006381583,0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TLR1,PDR + DME,NPDR + DME,2,5,0.2646676821761811,0.6,0.38095238095238093,,,,False,0.974306269270298,0.8515183213038158,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TLR2,PDR + DME,NPDR + DME,2,5,0.23959608614705052,0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TLR3,PDR + DME,NPDR + DME,2,5,0.0809610166510275,0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TNFRSF1B,PDR + DME,NPDR + DME,2,5,0.37048848790208977,0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TNFSF10,PDR + DME,NPDR + DME,2,5,0.15947654576426817,0.2,0.8571428571428571,,,,False,0.974306269270298,0.9808110964180328,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TNFSF9,PDR + DME,NPDR + DME,2,5,0.14258927192111537,0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,TPBG,PDR + DME,NPDR + DME,2,5,0.5654673128377188,0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
PDR_DME_vs_NPDR_DME,exploratory_contrast_family,VIP,PDR + DME,NPDR + DME,2,5,-0.0664938817537768,-0.4,0.5714285714285714,,,,False,0.974306269270298,0.911976911976912,,
